Id_Rssd,N,asOfDate
1199611,9,2000-06-30
1199611,9,2000-09-30
1199611,10,2000-12-31
1199611,11,2001-03-31
1199611,11,2001-06-30
1199611,11,2001-09-30
1199611,11,2001-12-31
1199611,11,2002-03-31
1199611,11,2002-06-30
1199611,11,2002-09-30
1199611,11,2002-12-31
1199611,11,2003-03-31
1199611,11,2003-06-30
1199611,11,2003-09-30
1199611,10,2003-12-31
1199611,11,2004-03-31
1199611,11,2004-06-30
1199611,11,2004-09-30
1199611,11,2004-12-31
1199611,36,2005-03-31
1199611,36,2005-06-30
1199611,36,2005-09-30
1199611,36,2005-12-31
1199611,36,2006-03-31
1199611,36,2006-06-30
1199611,36,2006-09-30
1199611,36,2006-12-31
1199611,37,2007-03-31
1199611,39,2007-06-30
1199611,39,2007-09-30
1199611,40,2007-12-31
1199611,40,2008-03-31
1199611,40,2008-06-30
1199611,40,2008-09-30
1199611,40,2008-12-31
1199611,41,2009-03-31
1199611,41,2009-06-30
1199611,41,2009-09-30
1199611,37,2009-12-31
1199611,37,2010-03-31
1199611,37,2010-06-30
1199611,37,2010-09-30
1199611,37,2010-12-31
1199611,37,2011-03-31
1199611,41,2011-06-30
1199611,42,2011-09-30
1199611,35,2011-12-31
1199611,35,2012-03-31
1199611,35,2012-06-30
1199611,35,2012-09-30
1199611,34,2012-12-31
1199611,33,2013-03-31
1199611,33,2013-06-30
1199611,33,2013-09-30
1199611,33,2013-12-31
1199611,31,2014-03-31
1199611,31,2014-06-30
1199611,30,2014-09-30
1199611,28,2014-12-31
1199611,27,2015-03-31
1199611,27,2015-06-30
1199611,27,2015-09-30
1199611,27,2015-12-31
1199611,27,2016-03-31
1199611,28,2016-06-30
1199611,28,2016-09-30
1199611,28,2016-12-31
1199611,28,2017-03-31
1199611,28,2017-06-30
1199611,27,2017-09-30
1199611,28,2017-12-31
1199611,27,2018-03-31
1199611,27,2018-06-30
1199611,27,2018-09-30
1245415,2,1999-12-31
1245415,2,2000-03-31
1245415,2,2000-06-30
1245415,2,2000-09-30
1245415,2,2000-12-31
1245415,2,2001-03-31
1245415,2,2001-06-30
1245415,2,2001-09-30
1245415,2,2001-12-31
1245415,2,2002-03-31
1245415,1,2002-06-30
1245415,1,2002-09-30
1245415,1,2002-12-31
1245415,1,2003-03-31
1245415,1,2003-06-30
1245415,1,2003-09-30
1245415,1,2003-12-31
1245415,1,2004-03-31
1245415,1,2004-06-30
1245415,1,2004-09-30
1245415,1,2004-12-31
1245415,1,2005-03-31
1245415,1,2005-06-30
1245415,1,2005-09-30
1245415,1,2005-12-31
1245415,1,2006-03-31
1245415,1,2006-06-30
1245415,1,2006-09-30
1245415,1,2006-12-31
1245415,2,2007-03-31
1245415,2,2007-06-30
1245415,1,2007-09-30
1245415,1,2007-12-31
1245415,1,2008-03-31
1245415,1,2008-06-30
1245415,1,2008-09-30
1245415,1,2008-12-31
1245415,1,2009-03-31
1245415,1,2009-06-30
1245415,1,2009-09-30
1245415,1,2009-12-31
1245415,1,2010-03-31
1245415,1,2010-06-30
1245415,1,2010-09-30
1245415,1,2010-12-31
1245415,1,2011-03-31
1245415,1,2011-06-30
1245415,1,2011-09-30
1245415,1,2011-12-31
1245415,1,2012-03-31
1245415,1,2012-06-30
1245415,1,2012-09-30
1245415,1,2012-12-31
1245415,1,2013-03-31
1245415,1,2013-06-30
1245415,1,2013-09-30
1245415,1,2013-12-31
1245415,1,2014-03-31
1245415,1,2014-06-30
1245415,1,2014-09-30
1245415,2,2014-12-31
1245415,2,2015-03-31
1245415,2,2015-06-30
1245415,2,2015-09-30
1245415,2,2015-12-31
1245415,2,2016-03-31
1245415,2,2016-06-30
1245415,2,2016-09-30
1245415,1,2016-12-31
1245415,1,2017-03-31
1245415,1,2017-06-30
1245415,1,2017-09-30
1245415,1,2017-12-31
1245415,0,2018-03-31
1245415,0,2018-06-30
1245415,0,2018-09-30
1275216,17,2008-12-31
1275216,17,2009-03-31
1275216,17,2009-06-30
1275216,16,2009-09-30
1275216,16,2009-12-31
1275216,16,2010-03-31
1275216,16,2010-06-30
1275216,17,2010-09-30
1275216,17,2010-12-31
1275216,21,2011-03-31
1275216,22,2011-06-30
1275216,27,2011-09-30
1275216,28,2011-12-31
1275216,28,2012-03-31
1275216,27,2012-06-30
1275216,27,2012-09-30
1275216,27,2012-12-31
1275216,28,2013-03-31
1275216,27,2013-06-30
1275216,27,2013-09-30
1275216,28,2013-12-31
1275216,28,2014-03-31
1275216,29,2014-06-30
1275216,29,2014-09-30
1275216,29,2014-12-31
1275216,30,2015-03-31
1275216,29,2015-06-30
1275216,29,2015-09-30
1275216,29,2015-12-31
1275216,26,2016-03-31
1275216,26,2016-06-30
1275216,26,2016-09-30
1275216,24,2016-12-31
1275216,24,2017-03-31
1275216,24,2017-06-30
1275216,25,2017-09-30
1275216,25,2017-12-31
1275216,25,2018-03-31
1275216,25,2018-06-30
1275216,27,2018-09-30
1378434,1,1999-12-31
1378434,1,2000-03-31
1378434,1,2000-06-30
1378434,1,2000-09-30
1378434,1,2000-12-31
1378434,1,2001-03-31
1378434,1,2001-06-30
1378434,1,2001-09-30
1378434,1,2001-12-31
1378434,0,2002-03-31
1378434,0,2002-06-30
1378434,0,2002-09-30
1378434,0,2002-12-31
1378434,0,2003-03-31
1378434,0,2003-06-30
1378434,0,2003-09-30
1378434,0,2003-12-31
1378434,0,2004-03-31
1378434,0,2004-06-30
1378434,0,2004-09-30
1378434,0,2004-12-31
1378434,0,2005-03-31
1378434,0,2005-06-30
1378434,0,2005-09-30
1378434,0,2005-12-31
1378434,0,2006-03-31
1378434,0,2006-06-30
1378434,0,2006-09-30
1378434,0,2006-12-31
1378434,0,2007-03-31
1378434,0,2007-06-30
1378434,0,2007-09-30
1378434,0,2007-12-31
1378434,0,2008-03-31
1378434,0,2008-06-30
1378434,0,2008-09-30
1378434,0,2008-12-31
1378434,0,2009-03-31
1378434,0,2009-06-30
1378434,0,2009-09-30
1378434,0,2009-12-31
1378434,0,2010-03-31
1378434,0,2010-06-30
1378434,0,2010-09-30
1378434,0,2010-12-31
1378434,0,2011-03-31
1378434,0,2011-06-30
1378434,0,2011-09-30
1378434,0,2011-12-31
1378434,0,2012-03-31
1378434,0,2012-06-30
1378434,0,2012-09-30
1378434,0,2012-12-31
1378434,0,2013-03-31
1378434,0,2013-06-30
1378434,0,2013-09-30
1378434,0,2013-12-31
1378434,0,2014-03-31
1378434,0,2014-06-30
1378434,0,2014-09-30
1378434,0,2014-12-31
1378434,0,2015-03-31
1378434,0,2015-06-30
1378434,0,2015-09-30
1378434,0,2015-12-31
1378434,0,2016-03-31
1378434,0,2016-06-30
1378434,1,2016-09-30
1378434,1,2016-12-31
1378434,1,2017-03-31
1378434,1,2017-06-30
1378434,1,2017-09-30
1378434,1,2017-12-31
1378434,1,2018-03-31
1378434,1,2018-06-30
1378434,1,2018-09-30
1447376,0,1999-12-31
1447376,0,2000-03-31
1447376,0,2000-06-30
1447376,0,2000-09-30
1447376,0,2000-12-31
1447376,0,2001-03-31
1447376,0,2001-06-30
1447376,0,2001-09-30
1447376,0,2001-12-31
1447376,0,2002-03-31
1447376,0,2002-06-30
1447376,0,2002-09-30
1447376,0,2002-12-31
1447376,0,2003-03-31
1447376,0,2003-06-30
1447376,0,2003-09-30
1447376,0,2003-12-31
1447376,0,2004-03-31
1447376,0,2004-06-30
1447376,0,2004-09-30
1447376,0,2004-12-31
1447376,0,2005-03-31
1447376,0,2005-06-30
1447376,0,2005-09-30
1447376,0,2005-12-31
1447376,0,2006-03-31
1447376,0,2006-06-30
1447376,0,2006-09-30
1447376,0,2006-12-31
1447376,0,2007-03-31
1447376,0,2007-06-30
1447376,0,2007-09-30
1447376,0,2007-12-31
1447376,0,2008-03-31
1447376,0,2008-06-30
1447376,0,2008-09-30
1447376,0,2008-12-31
1447376,0,2009-03-31
1447376,0,2009-06-30
1447376,0,2009-09-30
1447376,0,2009-12-31
1447376,0,2010-03-31
1447376,0,2010-06-30
1447376,0,2010-09-30
1447376,0,2010-12-31
1447376,0,2011-03-31
1447376,0,2011-06-30
1447376,0,2011-09-30
1447376,0,2011-12-31
1447376,0,2012-03-31
1447376,0,2012-06-30
1447376,0,2012-09-30
1447376,0,2012-12-31
1447376,0,2013-03-31
1447376,0,2013-06-30
1447376,0,2013-09-30
1447376,0,2013-12-31
1447376,0,2014-03-31
1447376,1,2014-06-30
1447376,2,2014-09-30
1447376,3,2014-12-31
1447376,6,2015-03-31
1447376,11,2015-06-30
1447376,11,2015-09-30
1447376,14,2015-12-31
1447376,15,2016-03-31
1447376,16,2016-06-30
1447376,16,2016-09-30
1447376,16,2016-12-31
1447376,16,2017-03-31
1447376,23,2017-06-30
1447376,24,2017-09-30
1447376,22,2017-12-31
1447376,24,2018-03-31
1447376,25,2018-06-30
1447376,26,2018-09-30
1562859,15,2008-12-31
1562859,15,2009-03-31
1562859,15,2009-06-30
1562859,14,2009-09-30
1562859,13,2009-12-31
1562859,13,2010-03-31
1562859,13,2010-06-30
1562859,13,2010-09-30
1562859,13,2010-12-31
1562859,13,2011-03-31
1562859,13,2011-06-30
1562859,13,2011-09-30
1562859,13,2011-12-31
1562859,13,2012-03-31
1562859,13,2012-06-30
1562859,13,2012-09-30
1562859,13,2012-12-31
1562859,13,2013-03-31
1562859,12,2013-06-30
1562859,12,2013-09-30
1562859,4,2013-12-31
1562859,4,2014-03-31
1562859,4,2014-06-30
1562859,4,2014-09-30
1562859,4,2014-12-31
1562859,2,2015-03-31
1562859,2,2015-06-30
1562859,2,2015-09-30
1562859,2,2015-12-31
1562859,2,2016-03-31
1562859,2,2016-06-30
1562859,2,2016-09-30
1562859,2,2016-12-31
1562859,2,2017-03-31
1562859,2,2017-06-30
1562859,2,2017-09-30
1562859,2,2017-12-31
1562859,2,2018-03-31
1562859,2,2018-06-30
1562859,2,2018-09-30
1574834,33,2016-09-30
1574834,35,2016-12-31
1574834,32,2017-03-31
1574834,31,2017-06-30
1574834,29,2017-09-30
1574834,27,2017-12-31
1574834,27,2018-03-31
1574834,27,2018-06-30
1574834,26,2018-09-30
1575569,0,2016-09-30
1575569,0,2016-12-31
1575569,0,2017-03-31
1575569,0,2017-06-30
1575569,0,2017-09-30
1575569,0,2017-12-31
1575569,0,2018-03-31
1575569,0,2018-06-30
1575569,0,2018-09-30
1607170,0,1999-12-31
1607170,0,2000-03-31
1607170,0,2000-06-30
1607170,0,2000-09-30
1607170,0,2000-12-31
1607170,0,2001-03-31
1607170,0,2001-06-30
1607170,0,2001-09-30
1607170,0,2001-12-31
1607170,0,2002-03-31
1607170,0,2002-06-30
1607170,0,2002-09-30
1607170,0,2002-12-31
1607170,0,2003-03-31
1607170,0,2003-06-30
1607170,0,2003-09-30
1607170,0,2003-12-31
1607170,0,2004-03-31
1607170,0,2004-06-30
1607170,0,2004-09-30
1607170,0,2004-12-31
1607170,0,2005-03-31
1607170,0,2005-06-30
1607170,0,2005-09-30
1607170,0,2005-12-31
1607170,0,2006-03-31
1607170,0,2006-06-30
1607170,0,2006-09-30
1607170,0,2006-12-31
1607170,0,2007-03-31
1607170,0,2007-06-30
1607170,0,2007-09-30
1607170,0,2007-12-31
1607170,0,2008-03-31
1607170,0,2008-06-30
1607170,0,2008-09-30
1607170,0,2008-12-31
1607170,0,2009-03-31
1607170,0,2009-06-30
1607170,0,2009-09-30
1607170,0,2009-12-31
1607170,0,2010-03-31
1607170,0,2010-06-30
1607170,0,2010-09-30
1607170,0,2010-12-31
1607170,0,2011-03-31
1607170,0,2011-06-30
1607170,0,2011-09-30
1607170,0,2011-12-31
1607170,1,2012-03-31
1607170,1,2012-06-30
1607170,1,2012-09-30
1607170,24,2012-12-31
1607170,24,2013-03-31
1607170,24,2013-06-30
1607170,24,2013-09-30
1607170,23,2013-12-31
1607170,24,2014-03-31
1607170,39,2014-06-30
1607170,40,2014-09-30
1607170,50,2014-12-31
1607170,54,2015-03-31
1607170,63,2015-06-30
1607170,66,2015-09-30
1607170,86,2015-12-31
1607170,87,2016-03-31
1607170,88,2016-06-30
1607170,92,2016-09-30
1607170,98,2016-12-31
1607170,95,2017-03-31
1607170,96,2017-06-30
1607170,102,2017-09-30
1607170,103,2017-12-31
1607170,103,2018-03-31
1607170,103,2018-06-30
1607170,103,2018-09-30
1951350,250,1999-12-31
1951350,252,2000-03-31
1951350,259,2000-06-30
1951350,265,2000-09-30
1951350,273,2000-12-31
1951350,275,2001-03-31
1951350,268,2001-06-30
1951350,175,2001-09-30
1951350,166,2001-12-31
1951350,150,2002-03-31
1951350,146,2002-06-30
1951350,143,2002-09-30
1951350,143,2002-12-31
1951350,143,2003-03-31
1951350,144,2003-06-30
1951350,147,2003-09-30
1951350,161,2003-12-31
1951350,158,2004-03-31
1951350,162,2004-06-30
1951350,167,2004-09-30
1951350,169,2004-12-31
1951350,169,2005-03-31
1951350,174,2005-06-30
1951350,176,2005-09-30
1951350,176,2005-12-31
1951350,179,2006-03-31
1951350,187,2006-06-30
1951350,191,2006-09-30
1951350,189,2006-12-31
1951350,224,2007-03-31
1951350,276,2007-06-30
1951350,301,2007-09-30
1951350,305,2007-12-31
1951350,312,2008-03-31
1951350,309,2008-06-30
1951350,309,2008-09-30
1951350,306,2008-12-31
1951350,304,2009-03-31
1951350,305,2009-06-30
1951350,304,2009-09-30
1951350,282,2009-12-31
1951350,281,2010-03-31
1951350,276,2010-06-30
1951350,276,2010-09-30
1951350,236,2010-12-31
1951350,232,2011-03-31
1951350,230,2011-06-30
1951350,227,2011-09-30
1951350,224,2011-12-31
1951350,226,2012-03-31
1951350,223,2012-06-30
1951350,224,2012-09-30
1951350,218,2012-12-31
1951350,215,2013-03-31
1951350,205,2013-06-30
1951350,202,2013-09-30
1951350,182,2013-12-31
1951350,177,2014-03-31
1951350,174,2014-06-30
1951350,171,2014-09-30
1951350,170,2014-12-31
1951350,165,2015-03-31
1951350,162,2015-06-30
1951350,159,2015-09-30
1951350,158,2015-12-31
1951350,147,2016-03-31
1951350,144,2016-06-30
1951350,141,2016-09-30
1951350,136,2016-12-31
1951350,136,2017-03-31
1951350,132,2017-06-30
1951350,121,2017-09-30
1951350,118,2017-12-31
1951350,115,2018-03-31
1951350,114,2018-06-30
1951350,111,2018-09-30
2162966,0,1999-12-31
2162966,0,2000-03-31
2162966,0,2000-06-30
2162966,0,2000-09-30
2162966,0,2000-12-31
2162966,0,2001-03-31
2162966,0,2001-06-30
2162966,0,2001-09-30
2162966,0,2001-12-31
2162966,0,2002-03-31
2162966,0,2002-06-30
2162966,0,2002-09-30
2162966,0,2002-12-31
2162966,0,2003-03-31
2162966,0,2003-06-30
2162966,0,2003-09-30
2162966,0,2003-12-31
2162966,0,2004-03-31
2162966,0,2004-06-30
2162966,0,2004-09-30
2162966,0,2004-12-31
2162966,0,2005-03-31
2162966,0,2005-06-30
2162966,0,2005-09-30
2162966,0,2005-12-31
2162966,0,2006-03-31
2162966,0,2006-06-30
2162966,0,2006-09-30
2162966,0,2006-12-31
2162966,0,2007-03-31
2162966,0,2007-06-30
2162966,0,2007-09-30
2162966,0,2007-12-31
2162966,0,2008-03-31
2162966,0,2008-06-30
2162966,678,2008-09-30
2162966,685,2008-12-31
2162966,694,2009-03-31
2162966,711,2009-06-30
2162966,731,2009-09-30
2162966,739,2009-12-31
2162966,729,2010-03-31
2162966,735,2010-06-30
2162966,749,2010-09-30
2162966,751,2010-12-31
2162966,736,2011-03-31
2162966,737,2011-06-30
2162966,718,2011-09-30
2162966,696,2011-12-31
2162966,692,2012-03-31
2162966,681,2012-06-30
2162966,655,2012-09-30
2162966,638,2012-12-31
2162966,618,2013-03-31
2162966,617,2013-06-30
2162966,627,2013-09-30
2162966,598,2013-12-31
2162966,591,2014-03-31
2162966,573,2014-06-30
2162966,573,2014-09-30
2162966,581,2014-12-31
2162966,566,2015-03-31
2162966,566,2015-06-30
2162966,555,2015-09-30
2162966,534,2015-12-31
2162966,532,2016-03-31
2162966,524,2016-06-30
2162966,536,2016-09-30
2162966,526,2016-12-31
2162966,520,2017-03-31
2162966,520,2017-06-30
2162966,503,2017-09-30
2162966,501,2017-12-31
2162966,505,2018-03-31
2162966,495,2018-06-30
2162966,493,2018-09-30
2277860,1,2004-12-31
2277860,1,2005-03-31
2277860,1,2005-06-30
2277860,1,2005-09-30
2277860,1,2005-12-31
2277860,1,2006-03-31
2277860,1,2006-06-30
2277860,1,2006-09-30
2277860,1,2006-12-31
2277860,1,2007-03-31
2277860,1,2007-06-30
2277860,1,2007-09-30
2277860,1,2007-12-31
2277860,1,2008-03-31
2277860,1,2008-06-30
2277860,1,2008-09-30
2277860,1,2008-12-31
2277860,1,2009-03-31
2277860,1,2009-06-30
2277860,1,2009-09-30
2277860,1,2009-12-31
2277860,1,2010-03-31
2277860,1,2010-06-30
2277860,1,2010-09-30
2277860,1,2010-12-31
2277860,1,2011-03-31
2277860,1,2011-06-30
2277860,1,2011-09-30
2277860,1,2011-12-31
2277860,1,2012-03-31
2277860,1,2012-06-30
2277860,1,2012-09-30
2277860,1,2012-12-31
2277860,1,2013-03-31
2277860,1,2013-06-30
2277860,1,2013-09-30
2277860,0,2013-12-31
2277860,0,2014-03-31
2277860,0,2014-06-30
2277860,0,2014-09-30
2277860,0,2014-12-31
2277860,0,2015-03-31
2277860,0,2015-06-30
2277860,0,2015-09-30
2277860,0,2015-12-31
2277860,0,2016-03-31
2277860,0,2016-06-30
2277860,0,2016-09-30
2277860,0,2016-12-31
2277860,0,2017-03-31
2277860,0,2017-06-30
2277860,0,2017-09-30
2277860,0,2017-12-31
2277860,0,2018-03-31
2277860,0,2018-06-30
2277860,0,2018-09-30
2380443,1008,2008-09-30
2380443,1023,2008-12-31
2380443,1034,2009-03-31
2380443,1056,2009-06-30
2380443,1077,2009-09-30
2380443,1087,2009-12-31
2380443,1112,2010-03-31
2380443,1107,2010-06-30
2380443,1117,2010-09-30
2380443,1151,2010-12-31
2380443,1171,2011-03-31
2380443,1188,2011-06-30
2380443,1206,2011-09-30
2380443,1227,2011-12-31
2380443,1223,2012-03-31
2380443,1240,2012-06-30
2380443,1243,2012-09-30
2380443,1235,2012-12-31
2380443,1227,2013-03-31
2380443,1239,2013-06-30
2380443,1247,2013-09-30
2380443,1237,2013-12-31
2380443,1262,2014-03-31
2380443,1273,2014-06-30
2380443,1266,2014-09-30
2380443,1226,2014-12-31
2380443,1207,2015-03-31
2380443,1121,2015-06-30
2380443,1092,2015-09-30
2380443,1035,2015-12-31
2380443,1025,2016-03-31
2380443,1017,2016-06-30
2380443,988,2016-09-30
2380443,983,2016-12-31
2380443,949,2017-03-31
2380443,912,2017-06-30
2380443,884,2017-09-30
2380443,845,2017-12-31
2380443,819,2018-03-31
2380443,760,2018-06-30
2380443,755,2018-09-30
2816906,193,1999-12-31
2816906,205,2000-03-31
2816906,206,2000-06-30
2816906,201,2000-09-30
2816906,197,2000-12-31
2816906,167,2001-03-31
2816906,165,2001-06-30
2816906,146,2001-09-30
2816906,137,2001-12-31
2816906,132,2002-03-31
2816906,129,2002-06-30
2816906,129,2002-09-30
2816906,110,2002-12-31
2816906,106,2003-03-31
2816906,80,2003-06-30
2816906,70,2003-09-30
2816906,64,2003-12-31
2816906,56,2004-03-31
2816906,55,2004-06-30
2816906,50,2004-09-30
2816906,48,2004-12-31
2816906,46,2005-03-31
2816906,40,2005-06-30
2816906,41,2005-09-30
2816906,52,2005-12-31
2816906,52,2006-03-31
2816906,49,2006-06-30
2816906,50,2006-09-30
2816906,52,2006-12-31
2816906,52,2007-03-31
2816906,52,2007-06-30
2816906,48,2007-09-30
2816906,58,2007-12-31
2816906,57,2008-03-31
2816906,59,2008-06-30
2816906,59,2008-09-30
2816906,57,2008-12-31
2816906,56,2009-03-31
2816906,53,2009-06-30
2816906,48,2009-09-30
2816906,44,2009-12-31
2816906,44,2010-03-31
2816906,40,2010-06-30
2816906,36,2010-09-30
2816906,35,2010-12-31
2816906,34,2011-03-31
2816906,32,2011-06-30
2816906,32,2011-09-30
2816906,32,2011-12-31
2816906,8,2016-09-30
2816906,8,2016-12-31
2816906,8,2017-03-31
2816906,9,2017-06-30
2816906,10,2017-09-30
2816906,10,2017-12-31
2816906,9,2018-03-31
2816906,8,2018-06-30
2816906,7,2018-09-30
2961897,8,2001-06-30
2961897,7,2001-09-30
2961897,7,2001-12-31
2961897,6,2002-03-31
2961897,6,2002-06-30
2961897,6,2002-09-30
2961897,6,2002-12-31
2961897,3,2003-03-31
2961897,3,2003-06-30
2961897,3,2003-09-30
2961897,3,2003-12-31
2961897,3,2004-03-31
2961897,3,2004-06-30
2961897,3,2004-09-30
2961897,3,2004-12-31
2961897,3,2005-03-31
2961897,3,2005-06-30
2961897,3,2005-09-30
2961897,3,2005-12-31
2961897,3,2006-03-31
2961897,3,2006-06-30
2961897,3,2006-09-30
2961897,3,2006-12-31
2961897,3,2007-03-31
2961897,3,2007-06-30
2961897,3,2007-09-30
2961897,3,2007-12-31
2961897,3,2008-03-31
2961897,3,2008-06-30
2961897,4,2008-09-30
2961897,5,2008-12-31
2961897,5,2009-03-31
2961897,5,2009-06-30
2961897,7,2009-09-30
2961897,7,2009-12-31
2961897,6,2010-03-31
2961897,6,2010-06-30
2961897,6,2010-09-30
2961897,6,2010-12-31
2961897,6,2011-03-31
2961897,4,2011-06-30
2961897,4,2011-09-30
2961897,4,2011-12-31
2961897,4,2012-03-31
2961897,4,2012-06-30
2961897,4,2012-09-30
2961897,5,2012-12-31
2961897,5,2013-03-31
2961897,5,2013-06-30
2961897,10,2013-09-30
2961897,10,2013-12-31
2961897,9,2014-03-31
2961897,10,2014-06-30
2961897,9,2014-09-30
2961897,6,2014-12-31
2961897,6,2015-03-31
2961897,6,2015-06-30
2961897,6,2015-09-30
2961897,4,2015-12-31
2961897,4,2016-03-31
2961897,3,2016-06-30
2961897,1,2016-09-30
2961897,1,2016-12-31
2961897,1,2017-03-31
2961897,1,2017-06-30
2961897,1,2017-09-30
2961897,1,2017-12-31
2961897,1,2018-03-31
2961897,1,2018-06-30
2961897,1,2018-09-30
3226762,0,2003-12-31
3226762,0,2004-03-31
3226762,0,2004-06-30
3226762,0,2004-09-30
3226762,0,2004-12-31
3226762,0,2005-03-31
3226762,0,2005-06-30
3226762,0,2005-09-30
3226762,0,2005-12-31
3226762,0,2006-03-31
3226762,0,2006-06-30
3226762,0,2006-09-30
3226762,0,2006-12-31
3226762,0,2007-03-31
3226762,0,2007-06-30
3226762,0,2007-09-30
3226762,0,2007-12-31
3226762,0,2008-03-31
3226762,0,2008-06-30
3226762,0,2008-09-30
3226762,0,2008-12-31
3226762,0,2009-03-31
3226762,0,2009-06-30
3226762,0,2009-09-30
3226762,0,2009-12-31
3226762,0,2010-03-31
3226762,0,2010-06-30
3226762,0,2010-09-30
3226762,0,2010-12-31
3226762,0,2011-03-31
3226762,0,2011-06-30
3226762,0,2011-09-30
3226762,0,2011-12-31
3226762,1,2015-12-31
3226762,1,2016-03-31
3226762,1,2016-06-30
3226762,1,2016-09-30
3226762,1,2016-12-31
3226762,1,2017-03-31
3226762,1,2017-06-30
3226762,1,2017-09-30
3226762,0,2017-12-31
3226762,0,2018-03-31
3226762,0,2018-06-30
3226762,0,2018-09-30
3232316,17,2004-03-31
3232316,16,2004-06-30
3232316,12,2004-09-30
3232316,13,2004-12-31
3232316,13,2005-03-31
3232316,13,2005-06-30
3232316,13,2005-09-30
3232316,13,2005-12-31
3232316,13,2006-03-31
3232316,13,2006-06-30
3232316,13,2006-09-30
3232316,13,2006-12-31
3232316,12,2007-03-31
3232316,11,2007-06-30
3232316,11,2007-09-30
3232316,11,2007-12-31
3232316,11,2008-03-31
3232316,11,2008-06-30
3232316,12,2008-09-30
3232316,12,2008-12-31
3232316,12,2009-03-31
3232316,11,2009-06-30
3232316,11,2009-09-30
3232316,12,2009-12-31
3232316,8,2010-03-31
3232316,8,2010-06-30
3232316,8,2010-09-30
3232316,6,2010-12-31
3232316,6,2011-03-31
3232316,6,2011-06-30
3232316,6,2011-09-30
3232316,5,2011-12-31
3232316,5,2012-03-31
3232316,5,2012-06-30
3232316,5,2012-09-30
3232316,5,2012-12-31
3232316,5,2013-03-31
3232316,4,2013-06-30
3232316,4,2013-09-30
3232316,3,2013-12-31
3232316,3,2014-03-31
3232316,2,2014-06-30
3232316,1,2014-09-30
3232316,1,2014-12-31
3232316,1,2015-03-31
3232316,1,2015-06-30
3232316,1,2015-09-30
3232316,1,2015-12-31
3232316,1,2016-03-31
3232316,1,2016-06-30
3232316,1,2016-09-30
3232316,1,2016-12-31
3232316,1,2017-03-31
3232316,1,2017-06-30
3232316,0,2017-09-30
3232316,0,2017-12-31
3232316,0,2018-03-31
3232316,0,2018-06-30
3232316,0,2018-09-30
3242838,7,2004-09-30
3242838,7,2004-12-31
3242838,7,2005-03-31
3242838,7,2005-06-30
3242838,7,2005-09-30
3242838,7,2005-12-31
3242838,9,2006-03-31
3242838,9,2006-06-30
3242838,9,2006-09-30
3242838,11,2006-12-31
3242838,11,2007-03-31
3242838,11,2007-06-30
3242838,11,2007-09-30
3242838,10,2007-12-31
3242838,10,2008-03-31
3242838,10,2008-06-30
3242838,10,2008-09-30
3242838,10,2008-12-31
3242838,9,2009-03-31
3242838,9,2009-06-30
3242838,9,2009-09-30
3242838,9,2009-12-31
3242838,8,2010-03-31
3242838,8,2010-06-30
3242838,8,2010-09-30
3242838,7,2010-12-31
3242838,7,2011-03-31
3242838,7,2011-06-30
3242838,6,2011-09-30
3242838,5,2011-12-31
3242838,4,2012-03-31
3242838,4,2012-06-30
3242838,4,2012-09-30
3242838,4,2012-12-31
3242838,4,2013-03-31
3242838,4,2013-06-30
3242838,3,2013-09-30
3242838,0,2013-12-31
3242838,0,2014-03-31
3242838,0,2014-06-30
3242838,0,2014-09-30
3242838,0,2014-12-31
3242838,0,2015-03-31
3242838,0,2015-06-30
3242838,0,2015-09-30
3242838,0,2015-12-31
3242838,0,2016-03-31
3242838,0,2016-06-30
3242838,0,2016-09-30
3242838,0,2016-12-31
3242838,0,2017-03-31
3242838,0,2017-06-30
3242838,0,2017-09-30
3242838,0,2017-12-31
3242838,0,2018-03-31
3242838,0,2018-06-30
3242838,0,2018-09-30
3587146,136,2007-09-30
3587146,138,2007-12-31
3587146,141,2008-03-31
3587146,146,2008-06-30
3587146,145,2008-09-30
3587146,145,2008-12-31
3587146,144,2009-03-31
3587146,146,2009-06-30
3587146,153,2009-09-30
3587146,155,2009-12-31
3587146,151,2010-03-31
3587146,151,2010-06-30
3587146,163,2010-09-30
3587146,166,2010-12-31
3587146,169,2011-03-31
3587146,171,2011-06-30
3587146,173,2011-09-30
3587146,173,2011-12-31
3587146,176,2012-03-31
3587146,178,2012-06-30
3587146,181,2012-09-30
3587146,185,2012-12-31
3587146,195,2013-03-31
3587146,191,2013-06-30
3587146,195,2013-09-30
3587146,199,2013-12-31
3587146,197,2014-03-31
3587146,195,2014-06-30
3587146,195,2014-09-30
3587146,193,2014-12-31
3587146,187,2015-03-31
3587146,185,2015-06-30
3587146,192,2015-09-30
3587146,190,2015-12-31
3587146,174,2016-03-31
3587146,172,2016-06-30
3587146,168,2016-09-30
3587146,169,2016-12-31
3587146,169,2017-03-31
3587146,164,2017-06-30
3587146,156,2017-09-30
3587146,156,2017-12-31
3587146,154,2018-03-31
3587146,156,2018-06-30
3587146,157,2018-09-30
3606542,0,2007-06-30
3606542,4,2007-09-30
3606542,4,2007-12-31
3606542,4,2008-03-31
3606542,4,2008-06-30
3606542,4,2008-09-30
3606542,0,2008-12-31
3606542,0,2009-03-31
3606542,0,2009-06-30
3606542,0,2009-09-30
3606542,0,2009-12-31
3606542,0,2010-03-31
3606542,0,2010-06-30
3606542,0,2010-09-30
