Id_Rssd,asOfDate,link.node.ratio
1074156,2006-06-30,1.03585657370518
1074156,2006-09-30,1.03529411764706
1074156,2006-12-31,1.03474903474903
1074156,2007-03-31,1.04498269896194
1074156,2007-06-30,1.04560260586319
1074156,2007-09-30,1.03618421052632
1074156,2007-12-31,1.03217158176944
1074156,2008-03-31,1.04232804232804
1074156,2008-06-30,1.04040404040404
1074156,2008-09-30,1.04691358024691
1074156,2008-12-31,1.05424528301887
1074156,2009-03-31,1.05592841163311
1074156,2009-06-30,1.05652173913043
1074156,2009-09-30,1.05918367346939
1074156,2009-12-31,1.05780346820809
1074156,2010-03-31,1.05747126436782
1074156,2010-06-30,1.05836575875486
1074156,2010-09-30,1.06405693950178
1074156,2010-12-31,1.06495726495727
1074156,2011-03-31,1.06598984771574
1074156,2011-06-30,1.06521739130435
1074156,2011-09-30,1.0658978583196
1074156,2011-12-31,1.06441223832528
1074156,2012-03-31,1.06528662420382
1074156,2012-06-30,1.06422018348624
1074156,2012-09-30,1.06110283159463
1074156,2012-12-31,1.0639880952381
1074156,2013-03-31,1.06607929515419
1074156,2013-06-30,1.06744868035191
1074156,2013-09-30,1.06647398843931
1074156,2013-12-31,1.06676136363636
1074156,2014-03-31,1.06629055007052
1074156,2014-06-30,1.0672268907563
1074156,2014-09-30,1.06657420249653
1074156,2014-12-31,1.07046070460705
1074156,2015-03-31,1.07294429708223
1074156,2015-06-30,1.07272727272727
1074156,2015-09-30,1.0695652173913
1074156,2015-12-31,1.06496519721578
1074156,2016-03-31,1.06547619047619
1074156,2016-06-30,1.06392694063927
1074156,2016-09-30,1.06458797327394
1074156,2016-12-31,1.06385281385281
1074156,2017-03-31,1.0615866388309
1074156,2017-06-30,1.06012658227848
1074156,2017-09-30,1.05852156057495
1074156,2017-12-31,1.0582226762002
1074156,2018-03-31,1.05894519131334
1074156,2018-06-30,1.0572864321608
1074156,2018-09-30,1.05459770114943
1111435,1999-12-31,1.01526717557252
1111435,2000-03-31,1.01342281879195
1111435,2000-06-30,1.01273885350318
1111435,2000-09-30,1.01226993865031
1111435,2000-12-31,1.01219512195122
1111435,2001-03-31,1.01169590643275
1111435,2001-06-30,1.01142857142857
1111435,2001-09-30,1.01226993865031
1111435,2001-12-31,1.01169590643275
1111435,2002-03-31,1.01183431952663
1111435,2002-06-30,1.01183431952663
1111435,2002-09-30,1.01136363636364
1111435,2002-12-31,1.01104972375691
1111435,2003-03-31,1.01036269430052
1111435,2003-06-30,1.01020408163265
1111435,2003-09-30,1.00990099009901
1111435,2003-12-31,1.00985221674877
1111435,2004-03-31,1.00985221674877
1111435,2004-06-30,1.00947867298578
1111435,2004-09-30,1.00947867298578
1111435,2004-12-31,1.0093896713615
1111435,2005-03-31,1.00904977375566
1111435,2005-06-30,1.00884955752212
1111435,2005-09-30,1.0093023255814
1111435,2005-12-31,1.00884955752212
1111435,2006-03-31,1.00454545454545
1111435,2006-06-30,1.0047619047619
1111435,2006-09-30,1.0047619047619
1111435,2006-12-31,1.00467289719626
1111435,2007-03-31,1.00446428571429
1111435,2007-06-30,1.00420168067227
1111435,2007-09-30,1.00719424460432
1111435,2007-12-31,1.00709219858156
1111435,2008-03-31,1.00727272727273
1111435,2008-06-30,1.00735294117647
1111435,2008-09-30,1.0072202166065
1111435,2008-12-31,1.00699300699301
1111435,2009-03-31,1.00694444444444
1111435,2009-06-30,1.00934579439252
1111435,2009-09-30,1.0093023255814
1111435,2009-12-31,1.00934579439252
1111435,2010-03-31,1.00947867298578
1111435,2010-06-30,1.02057613168724
1111435,2010-09-30,1.02040816326531
1111435,2010-12-31,1.0210970464135
1111435,2011-03-31,1.0207468879668
1111435,2011-06-30,1.0207468879668
1111435,2011-09-30,1.01234567901235
1111435,2011-12-31,1.01214574898785
1111435,2012-03-31,1.01204819277108
1111435,2012-06-30,1.01209677419355
1111435,2012-09-30,1.01229508196721
1111435,2012-12-31,1.01219512195122
1111435,2013-03-31,1.01224489795918
1111435,2013-06-30,1.00833333333333
1111435,2013-09-30,1.00840336134454
1111435,2013-12-31,1.00416666666667
1111435,2014-03-31,1.0042735042735
1111435,2014-06-30,1.004329004329
1111435,2014-09-30,1.00436681222707
1111435,2014-12-31,1.00442477876106
1111435,2015-03-31,1.00454545454545
1111435,2015-06-30,1.00456621004566
1111435,2015-09-30,1.00469483568075
1111435,2015-12-31,1.00961538461538
1111435,2016-03-31,1.00966183574879
1111435,2016-06-30,1.00970873786408
1111435,2016-09-30,1.00985221674877
1111435,2016-12-31,1.01538461538462
