Id_Rssd,Type,N,asOfDate
1378434,National Bank,1,2018-09-30
1378434,Domestic Entity Other,238,2018-09-30
1378434,Finance Company,2,2018-09-30
1378434,Securities Broker/Dealer,3,2018-09-30
1378434,International Nonbank Sub of Domestic Entities,1,2018-09-30
1447376,Savings & Loan Holding Company,3,1999-12-31
1447376,Federal Savings Bank,1,1999-12-31
1447376,Non-member Bank,1,1999-12-31
1447376,Savings & Loan Holding Company,3,2000-03-31
1447376,Federal Savings Bank,1,2000-03-31
1447376,Non-member Bank,1,2000-03-31
1447376,Savings & Loan Holding Company,3,2000-06-30
1447376,Federal Savings Bank,1,2000-06-30
1447376,Non-member Bank,1,2000-06-30
1447376,Savings & Loan Holding Company,3,2000-09-30
1447376,Federal Savings Bank,1,2000-09-30
1447376,Non-member Bank,1,2000-09-30
1447376,Savings & Loan Holding Company,3,2000-12-31
1447376,Federal Savings Bank,1,2000-12-31
1447376,Non-member Bank,1,2000-12-31
1447376,Savings & Loan Holding Company,3,2001-03-31
1447376,Federal Savings Bank,1,2001-03-31
1447376,Non-member Bank,1,2001-03-31
1447376,Savings & Loan Holding Company,3,2001-06-30
1447376,Federal Savings Bank,1,2001-06-30
1447376,Non-member Bank,1,2001-06-30
1447376,Savings & Loan Holding Company,3,2001-09-30
1447376,Federal Savings Bank,1,2001-09-30
1447376,Non-member Bank,1,2001-09-30
1447376,Savings & Loan Holding Company,3,2001-12-31
1447376,Federal Savings Bank,1,2001-12-31
1447376,Non-member Bank,1,2001-12-31
1447376,Savings & Loan Holding Company,3,2002-03-31
1447376,Federal Savings Bank,1,2002-03-31
1447376,Non-member Bank,1,2002-03-31
1447376,Savings & Loan Holding Company,3,2002-06-30
1447376,Federal Savings Bank,1,2002-06-30
1447376,Non-member Bank,1,2002-06-30
1447376,Savings & Loan Holding Company,3,2002-09-30
1447376,Federal Savings Bank,1,2002-09-30
1447376,Non-member Bank,1,2002-09-30
1447376,Savings & Loan Holding Company,3,2002-12-31
1447376,Federal Savings Bank,1,2002-12-31
1447376,Non-member Bank,1,2002-12-31
1447376,Savings & Loan Holding Company,3,2003-03-31
1447376,Federal Savings Bank,1,2003-03-31
1447376,Non-member Bank,1,2003-03-31
1447376,Savings & Loan Holding Company,3,2003-06-30
1447376,Federal Savings Bank,1,2003-06-30
1447376,Non-member Bank,1,2003-06-30
1447376,Savings & Loan Holding Company,3,2003-09-30
1447376,Federal Savings Bank,1,2003-09-30
1447376,Non-member Bank,1,2003-09-30
1447376,Savings & Loan Holding Company,3,2003-12-31
1447376,Federal Savings Bank,1,2003-12-31
1447376,Non-member Bank,1,2003-12-31
1447376,Savings & Loan Holding Company,3,2004-03-31
1447376,Federal Savings Bank,1,2004-03-31
1447376,Non-member Bank,1,2004-03-31
1447376,Savings & Loan Holding Company,3,2004-06-30
1447376,Federal Savings Bank,1,2004-06-30
1447376,Non-member Bank,1,2004-06-30
1447376,Savings & Loan Holding Company,3,2004-09-30
1447376,Federal Savings Bank,1,2004-09-30
1447376,Non-member Bank,1,2004-09-30
1447376,Savings & Loan Holding Company,3,2004-12-31
1447376,Federal Savings Bank,1,2004-12-31
1447376,Non-member Bank,1,2004-12-31
1447376,Savings & Loan Holding Company,3,2005-03-31
1447376,Federal Savings Bank,1,2005-03-31
1447376,Non-member Bank,1,2005-03-31
1447376,Savings & Loan Holding Company,3,2005-06-30
1447376,Federal Savings Bank,1,2005-06-30
1447376,Non-member Bank,1,2005-06-30
1447376,Savings & Loan Holding Company,3,2005-09-30
1447376,Federal Savings Bank,1,2005-09-30
1447376,Non-member Bank,1,2005-09-30
1447376,Savings & Loan Holding Company,3,2005-12-31
1447376,Federal Savings Bank,1,2005-12-31
1447376,Non-member Bank,1,2005-12-31
1447376,Savings & Loan Holding Company,3,2006-03-31
1447376,Federal Savings Bank,1,2006-03-31
1447376,Non-member Bank,1,2006-03-31
1447376,Savings & Loan Holding Company,3,2006-06-30
1447376,Federal Savings Bank,1,2006-06-30
1447376,Non-member Bank,1,2006-06-30
1447376,Savings & Loan Holding Company,3,2006-09-30
1447376,Federal Savings Bank,1,2006-09-30
1447376,Non-member Bank,1,2006-09-30
1447376,Savings & Loan Holding Company,3,2006-12-31
1447376,Federal Savings Bank,1,2006-12-31
1447376,Non-member Bank,1,2006-12-31
1447376,Savings & Loan Holding Company,3,2007-03-31
1447376,Federal Savings Bank,1,2007-03-31
1447376,Non-member Bank,1,2007-03-31
1447376,Savings & Loan Holding Company,3,2007-06-30
1447376,Federal Savings Bank,1,2007-06-30
1447376,Non-member Bank,1,2007-06-30
1447376,Savings & Loan Holding Company,3,2007-09-30
1447376,Federal Savings Bank,1,2007-09-30
1447376,Non-member Bank,1,2007-09-30
1447376,Savings & Loan Holding Company,2,2007-12-31
1447376,Federal Savings Bank,1,2007-12-31
1447376,Non-member Bank,1,2007-12-31
1447376,Savings & Loan Holding Company,2,2008-03-31
1447376,Federal Savings Bank,1,2008-03-31
1447376,Non-member Bank,1,2008-03-31
1447376,Savings & Loan Holding Company,2,2008-06-30
1447376,Federal Savings Bank,1,2008-06-30
1447376,Non-member Bank,1,2008-06-30
1447376,Savings & Loan Holding Company,2,2008-09-30
1447376,Federal Savings Bank,1,2008-09-30
1447376,Non-member Bank,1,2008-09-30
1447376,Savings & Loan Holding Company,2,2008-12-31
1447376,Federal Savings Bank,1,2008-12-31
1447376,Non-member Bank,1,2008-12-31
1447376,Savings & Loan Holding Company,2,2009-03-31
1447376,Federal Savings Bank,1,2009-03-31
1447376,Non-member Bank,1,2009-03-31
1447376,Savings & Loan Holding Company,2,2009-06-30
1447376,Federal Savings Bank,1,2009-06-30
1447376,Non-member Bank,1,2009-06-30
1447376,Savings & Loan Holding Company,2,2009-09-30
1447376,Federal Savings Bank,1,2009-09-30
1447376,Non-member Bank,1,2009-09-30
1447376,Savings & Loan Holding Company,2,2009-12-31
1447376,Federal Savings Bank,1,2009-12-31
1447376,Non-member Bank,1,2009-12-31
1447376,Savings & Loan Holding Company,2,2010-03-31
1447376,Federal Savings Bank,1,2010-03-31
1447376,Non-member Bank,1,2010-03-31
1447376,Savings & Loan Holding Company,2,2010-06-30
1447376,Federal Savings Bank,1,2010-06-30
1447376,Non-member Bank,1,2010-06-30
1447376,Savings & Loan Holding Company,2,2010-09-30
1447376,Federal Savings Bank,1,2010-09-30
1447376,Non-member Bank,1,2010-09-30
1447376,Savings & Loan Holding Company,2,2010-12-31
1447376,Federal Savings Bank,1,2010-12-31
1447376,Non-member Bank,1,2010-12-31
1447376,Savings & Loan Holding Company,2,2011-03-31
1447376,Federal Savings Bank,1,2011-03-31
1447376,Non-member Bank,1,2011-03-31
1447376,Savings & Loan Holding Company,2,2011-06-30
1447376,Federal Savings Bank,1,2011-06-30
1447376,Non-member Bank,1,2011-06-30
1447376,Savings & Loan Holding Company,2,2011-09-30
1447376,Federal Savings Bank,1,2011-09-30
1447376,Non-member Bank,1,2011-09-30
1447376,Domestic Entity Other,37,2011-09-30
1447376,Securities Broker/Dealer,1,2011-09-30
1447376,Foreign Entity Other,1,2011-09-30
1447376,Savings & Loan Holding Company,2,2011-12-31
1447376,Federal Savings Bank,1,2011-12-31
1447376,Non-member Bank,1,2011-12-31
1447376,Domestic Entity Other,37,2011-12-31
1447376,Securities Broker/Dealer,1,2011-12-31
1447376,Foreign Entity Other,1,2011-12-31
1447376,Savings & Loan Holding Company,2,2012-03-31
1447376,Federal Savings Bank,1,2012-03-31
1447376,Non-member Bank,1,2012-03-31
1447376,Domestic Entity Other,37,2012-03-31
1447376,Securities Broker/Dealer,1,2012-03-31
1447376,Foreign Entity Other,1,2012-03-31
1447376,Savings & Loan Holding Company,2,2012-06-30
1447376,Federal Savings Bank,1,2012-06-30
1447376,Non-member Bank,1,2012-06-30
1447376,Domestic Entity Other,37,2012-06-30
1447376,Securities Broker/Dealer,1,2012-06-30
1447376,Foreign Entity Other,1,2012-06-30
1447376,Savings & Loan Holding Company,2,2012-09-30
1447376,Federal Savings Bank,1,2012-09-30
1447376,Non-member Bank,1,2012-09-30
1447376,Domestic Entity Other,37,2012-09-30
1447376,Securities Broker/Dealer,1,2012-09-30
1447376,Foreign Entity Other,1,2012-09-30
1447376,Savings & Loan Holding Company,2,2012-12-31
1447376,Savings & Loan Association,1,2012-12-31
1447376,Non-member Bank,1,2012-12-31
1447376,Domestic Entity Other,38,2012-12-31
1447376,Securities Broker/Dealer,1,2012-12-31
1447376,Foreign Entity Other,1,2012-12-31
1447376,Savings & Loan Holding Company,2,2013-03-31
1447376,Savings & Loan Association,1,2013-03-31
1447376,Non-member Bank,1,2013-03-31
1447376,Domestic Entity Other,38,2013-03-31
1447376,Securities Broker/Dealer,1,2013-03-31
1447376,Foreign Entity Other,1,2013-03-31
1447376,Savings & Loan Holding Company,2,2013-06-30
1447376,Savings & Loan Association,1,2013-06-30
1447376,Non-member Bank,1,2013-06-30
1447376,Domestic Entity Other,38,2013-06-30
1447376,Securities Broker/Dealer,1,2013-06-30
1447376,Foreign Entity Other,1,2013-06-30
1447376,Savings & Loan Holding Company,2,2013-09-30
1447376,Savings & Loan Association,1,2013-09-30
1447376,Non-member Bank,1,2013-09-30
1447376,Domestic Entity Other,140,2013-09-30
1447376,Foreign Entity Other,1,2013-09-30
1447376,Savings & Loan Holding Company,2,2013-12-31
1447376,Savings & Loan Association,1,2013-12-31
1447376,Domestic Entity Other,350,2013-12-31
1447376,Non-member Bank,1,2013-12-31
1447376,Foreign Entity Other,1,2013-12-31
1447376,Savings & Loan Holding Company,2,2014-03-31
1447376,Savings & Loan Association,1,2014-03-31
1447376,Domestic Entity Other,373,2014-03-31
1447376,Non-member Bank,1,2014-03-31
1447376,Foreign Entity Other,1,2014-03-31
1447376,Savings & Loan Holding Company,2,2014-06-30
1447376,Savings & Loan Association,1,2014-06-30
1447376,Domestic Entity Other,383,2014-06-30
1447376,Non-member Bank,1,2014-06-30
1447376,Foreign Entity Other,3,2014-06-30
1447376,Savings & Loan Holding Company,2,2014-09-30
1447376,Savings & Loan Association,1,2014-09-30
1447376,Non-member Bank,1,2014-09-30
1447376,Domestic Entity Other,418,2014-09-30
1447376,Foreign Entity Other,5,2014-09-30
1447376,Savings & Loan Holding Company,2,2014-12-31
1447376,Savings & Loan Association,1,2014-12-31
1447376,Non-member Bank,1,2014-12-31
1447376,Domestic Entity Other,465,2014-12-31
1447376,Foreign Entity Other,6,2014-12-31
1447376,Savings & Loan Holding Company,2,2015-03-31
1447376,Savings & Loan Association,1,2015-03-31
1447376,Non-member Bank,1,2015-03-31
1447376,Domestic Entity Other,496,2015-03-31
1447376,Foreign Entity Other,9,2015-03-31
1447376,Savings & Loan Holding Company,2,2015-06-30
1447376,Savings & Loan Association,1,2015-06-30
1447376,Non-member Bank,1,2015-06-30
1447376,Domestic Entity Other,535,2015-06-30
1447376,Foreign Entity Other,14,2015-06-30
1447376,Savings & Loan Holding Company,2,2015-09-30
1447376,Savings & Loan Association,1,2015-09-30
1447376,Non-member Bank,1,2015-09-30
1447376,Domestic Entity Other,559,2015-09-30
1447376,Foreign Entity Other,14,2015-09-30
1447376,Savings & Loan Holding Company,2,2015-12-31
1447376,Savings & Loan Association,1,2015-12-31
1447376,Non-member Bank,1,2015-12-31
1447376,Domestic Entity Other,612,2015-12-31
1447376,Foreign Entity Other,17,2015-12-31
1447376,Savings & Loan Holding Company,2,2016-03-31
1447376,Savings & Loan Association,1,2016-03-31
1447376,Non-member Bank,1,2016-03-31
1447376,Domestic Entity Other,632,2016-03-31
1447376,Foreign Entity Other,18,2016-03-31
1447376,Savings & Loan Holding Company,2,2016-06-30
1447376,Savings & Loan Association,1,2016-06-30
1447376,Non-member Bank,1,2016-06-30
1447376,Domestic Entity Other,689,2016-06-30
1447376,Foreign Entity Other,19,2016-06-30
1447376,Savings & Loan Holding Company,2,2016-09-30
1447376,Savings & Loan Association,1,2016-09-30
1447376,Non-member Bank,1,2016-09-30
1447376,Domestic Entity Other,713,2016-09-30
1447376,Foreign Entity Other,19,2016-09-30
1447376,Savings & Loan Holding Company,2,2016-12-31
1447376,Savings & Loan Association,1,2016-12-31
1447376,Non-member Bank,1,2016-12-31
1447376,Domestic Entity Other,782,2016-12-31
1447376,Foreign Entity Other,19,2016-12-31
1447376,Savings & Loan Holding Company,2,2017-03-31
1447376,Savings & Loan Association,1,2017-03-31
1447376,Non-member Bank,1,2017-03-31
1447376,Domestic Entity Other,811,2017-03-31
1447376,Foreign Entity Other,20,2017-03-31
1447376,Savings & Loan Holding Company,2,2017-06-30
1447376,Savings & Loan Association,1,2017-06-30
1447376,Non-member Bank,1,2017-06-30
1447376,Domestic Entity Other,826,2017-06-30
1447376,Foreign Entity Other,27,2017-06-30
1447376,Savings & Loan Holding Company,2,2017-09-30
1447376,Savings & Loan Association,1,2017-09-30
1447376,Non-member Bank,1,2017-09-30
1447376,Domestic Entity Other,834,2017-09-30
1447376,Foreign Entity Other,28,2017-09-30
1447376,Savings & Loan Holding Company,2,2017-12-31
1447376,Savings & Loan Association,1,2017-12-31
1447376,Non-member Bank,1,2017-12-31
1447376,Domestic Entity Other,843,2017-12-31
1447376,Foreign Entity Other,26,2017-12-31
1447376,Savings & Loan Holding Company,2,2018-03-31
1447376,Savings & Loan Association,1,2018-03-31
1447376,Non-member Bank,1,2018-03-31
1447376,Domestic Entity Other,864,2018-03-31
1447376,Foreign Entity Other,28,2018-03-31
1447376,Savings & Loan Holding Company,2,2018-06-30
1447376,Savings & Loan Association,1,2018-06-30
1447376,Non-member Bank,1,2018-06-30
1447376,Domestic Entity Other,908,2018-06-30
1447376,Foreign Entity Other,30,2018-06-30
1447376,Savings & Loan Holding Company,2,2018-09-30
1447376,Savings & Loan Association,1,2018-09-30
1447376,Non-member Bank,1,2018-09-30
1447376,Domestic Entity Other,938,2018-09-30
1447376,Foreign Entity Other,31,2018-09-30
1562859,Bank Holding Company,2,2008-12-31
1562859,Domestic Entity Other,118,2008-12-31
1562859,International Nonbank Sub of Domestic Entities,106,2008-12-31
1562859,Finance Company,62,2008-12-31
1562859,Non-member Bank,1,2008-12-31
1562859,Bank Holding Company,2,2009-03-31
1562859,Domestic Entity Other,118,2009-03-31
1562859,International Nonbank Sub of Domestic Entities,106,2009-03-31
1562859,Finance Company,62,2009-03-31
1562859,Non-member Bank,1,2009-03-31
1562859,Bank Holding Company,2,2009-06-30
1562859,Domestic Entity Other,120,2009-06-30
1562859,International Nonbank Sub of Domestic Entities,109,2009-06-30
1562859,Finance Company,62,2009-06-30
1562859,Non-member Bank,1,2009-06-30
1562859,Bank Holding Company,2,2009-09-30
1562859,Domestic Entity Other,118,2009-09-30
1562859,International Nonbank Sub of Domestic Entities,108,2009-09-30
1562859,Finance Company,62,2009-09-30
1562859,Non-member Bank,1,2009-09-30
1562859,Bank Holding Company,2,2009-12-31
1562859,Domestic Entity Other,116,2009-12-31
1562859,International Nonbank Sub of Domestic Entities,107,2009-12-31
1562859,Finance Company,59,2009-12-31
1562859,Non-member Bank,1,2009-12-31
1562859,Bank Holding Company,2,2010-03-31
1562859,Domestic Entity Other,103,2010-03-31
1562859,International Nonbank Sub of Domestic Entities,103,2010-03-31
1562859,Finance Company,57,2010-03-31
1562859,Non-member Bank,1,2010-03-31
1562859,Bank Holding Company,2,2010-06-30
1562859,Domestic Entity Other,109,2010-06-30
1562859,International Nonbank Sub of Domestic Entities,103,2010-06-30
1562859,Finance Company,52,2010-06-30
1562859,Non-member Bank,1,2010-06-30
1562859,Bank Holding Company,2,2010-09-30
1562859,Domestic Entity Other,108,2010-09-30
1562859,International Nonbank Sub of Domestic Entities,103,2010-09-30
1562859,Finance Company,50,2010-09-30
1562859,Non-member Bank,1,2010-09-30
1562859,Bank Holding Company,2,2010-12-31
1562859,Domestic Entity Other,108,2010-12-31
1562859,International Nonbank Sub of Domestic Entities,89,2010-12-31
1562859,Finance Company,50,2010-12-31
1562859,Non-member Bank,1,2010-12-31
1562859,Bank Holding Company,2,2011-03-31
1562859,Domestic Entity Other,111,2011-03-31
1562859,International Nonbank Sub of Domestic Entities,92,2011-03-31
1562859,Finance Company,47,2011-03-31
1562859,Non-member Bank,1,2011-03-31
1562859,Bank Holding Company,2,2011-06-30
1562859,Domestic Entity Other,109,2011-06-30
1562859,International Nonbank Sub of Domestic Entities,91,2011-06-30
1562859,Finance Company,47,2011-06-30
1562859,Non-member Bank,1,2011-06-30
1562859,Bank Holding Company,2,2011-09-30
1562859,Domestic Entity Other,111,2011-09-30
1562859,International Nonbank Sub of Domestic Entities,90,2011-09-30
1562859,Finance Company,44,2011-09-30
1562859,Non-member Bank,1,2011-09-30
1562859,Bank Holding Company,2,2011-12-31
1562859,Domestic Entity Other,110,2011-12-31
1562859,International Nonbank Sub of Domestic Entities,88,2011-12-31
1562859,Finance Company,44,2011-12-31
1562859,Non-member Bank,1,2011-12-31
1562859,Bank Holding Company,2,2012-03-31
1562859,Domestic Entity Other,107,2012-03-31
1562859,International Nonbank Sub of Domestic Entities,84,2012-03-31
1562859,Finance Company,42,2012-03-31
1562859,Non-member Bank,1,2012-03-31
1562859,Foreign Entity Other,2,2012-03-31
1562859,Bank Holding Company,2,2012-06-30
1562859,Domestic Entity Other,108,2012-06-30
1562859,International Nonbank Sub of Domestic Entities,81,2012-06-30
1562859,Finance Company,41,2012-06-30
1562859,Non-member Bank,1,2012-06-30
1562859,Foreign Entity Other,2,2012-06-30
1562859,Bank Holding Company,2,2012-09-30
1562859,Domestic Entity Other,114,2012-09-30
1562859,International Nonbank Sub of Domestic Entities,80,2012-09-30
1562859,Finance Company,40,2012-09-30
1562859,Non-member Bank,1,2012-09-30
1562859,Foreign Entity Other,2,2012-09-30
1562859,Bank Holding Company,2,2012-12-31
1562859,Domestic Entity Other,115,2012-12-31
1562859,International Nonbank Sub of Domestic Entities,80,2012-12-31
1562859,Finance Company,39,2012-12-31
1562859,Non-member Bank,1,2012-12-31
1562859,Foreign Entity Other,2,2012-12-31
1562859,Bank Holding Company,2,2013-03-31
1562859,Domestic Entity Other,116,2013-03-31
1562859,International Nonbank Sub of Domestic Entities,66,2013-03-31
1562859,Finance Company,37,2013-03-31
1562859,Non-member Bank,1,2013-03-31
1562859,Bank Holding Company,2,2013-06-30
1562859,Domestic Entity Other,111,2013-06-30
1562859,International Nonbank Sub of Domestic Entities,54,2013-06-30
1562859,Finance Company,17,2013-06-30
1562859,Non-member Bank,1,2013-06-30
1562859,Bank Holding Company,2,2013-09-30
1562859,Domestic Entity Other,112,2013-09-30
1562859,International Nonbank Sub of Domestic Entities,38,2013-09-30
1562859,Finance Company,17,2013-09-30
1562859,Non-member Bank,1,2013-09-30
1562859,Financial Holding Company - Domestic,1,2013-12-31
1562859,Domestic Entity Other,63,2013-12-31
1562859,International Nonbank Sub of Domestic Entities,20,2013-12-31
1562859,Finance Company,15,2013-12-31
1562859,Bank Holding Company,1,2013-12-31
1562859,Non-member Bank,1,2013-12-31
1562859,Financial Holding Company - Domestic,1,2014-03-31
1562859,Domestic Entity Other,62,2014-03-31
1562859,Finance Company,15,2014-03-31
1562859,International Nonbank Sub of Domestic Entities,17,2014-03-31
1562859,Bank Holding Company,1,2014-03-31
1562859,Non-member Bank,1,2014-03-31
1562859,Financial Holding Company - Domestic,1,2014-06-30
1562859,Domestic Entity Other,60,2014-06-30
1562859,Finance Company,14,2014-06-30
1562859,International Nonbank Sub of Domestic Entities,16,2014-06-30
1562859,Bank Holding Company,1,2014-06-30
1562859,Non-member Bank,1,2014-06-30
1562859,Financial Holding Company - Domestic,1,2014-09-30
1562859,Domestic Entity Other,60,2014-09-30
1562859,Finance Company,14,2014-09-30
1562859,International Nonbank Sub of Domestic Entities,16,2014-09-30
1562859,Bank Holding Company,1,2014-09-30
1562859,Non-member Bank,1,2014-09-30
1562859,Financial Holding Company - Domestic,1,2014-12-31
1562859,Domestic Entity Other,56,2014-12-31
1562859,Finance Company,13,2014-12-31
1562859,International Nonbank Sub of Domestic Entities,14,2014-12-31
1562859,Bank Holding Company,1,2014-12-31
1562859,Non-member Bank,1,2014-12-31
1562859,Financial Holding Company - Domestic,1,2015-03-31
1562859,Domestic Entity Other,56,2015-03-31
1562859,Finance Company,12,2015-03-31
1562859,International Nonbank Sub of Domestic Entities,12,2015-03-31
1562859,Bank Holding Company,1,2015-03-31
1562859,Non-member Bank,1,2015-03-31
1562859,Financial Holding Company - Domestic,1,2015-06-30
1562859,Domestic Entity Other,50,2015-06-30
1562859,Finance Company,11,2015-06-30
1562859,International Nonbank Sub of Domestic Entities,11,2015-06-30
1562859,Bank Holding Company,1,2015-06-30
1562859,Non-member Bank,1,2015-06-30
1562859,Financial Holding Company - Domestic,1,2015-09-30
1562859,Domestic Entity Other,48,2015-09-30
1562859,Finance Company,11,2015-09-30
1562859,International Nonbank Sub of Domestic Entities,10,2015-09-30
1562859,Bank Holding Company,1,2015-09-30
1562859,Non-member Bank,1,2015-09-30
1562859,Financial Holding Company - Domestic,1,2015-12-31
1562859,Domestic Entity Other,47,2015-12-31
1562859,Finance Company,10,2015-12-31
1562859,International Nonbank Sub of Domestic Entities,10,2015-12-31
1562859,Bank Holding Company,1,2015-12-31
1562859,Non-member Bank,1,2015-12-31
1562859,Financial Holding Company - Domestic,1,2016-03-31
1562859,Domestic Entity Other,51,2016-03-31
1562859,Finance Company,10,2016-03-31
1562859,International Nonbank Sub of Domestic Entities,10,2016-03-31
1562859,Bank Holding Company,1,2016-03-31
1562859,State Member Bank,1,2016-03-31
1562859,Financial Holding Company - Domestic,1,2016-06-30
1562859,Domestic Entity Other,52,2016-06-30
1562859,Finance Company,10,2016-06-30
1562859,International Nonbank Sub of Domestic Entities,10,2016-06-30
1562859,Bank Holding Company,1,2016-06-30
1562859,State Member Bank,1,2016-06-30
1562859,Securities Broker/Dealer,4,2016-06-30
1562859,Financial Holding Company - Domestic,1,2016-09-30
1562859,Domestic Entity Other,52,2016-09-30
1562859,Finance Company,10,2016-09-30
1562859,International Nonbank Sub of Domestic Entities,10,2016-09-30
1562859,Bank Holding Company,1,2016-09-30
1562859,State Member Bank,1,2016-09-30
1562859,Securities Broker/Dealer,4,2016-09-30
1562859,Financial Holding Company - Domestic,1,2016-12-31
1562859,Domestic Entity Other,52,2016-12-31
1562859,International Nonbank Sub of Domestic Entities,6,2016-12-31
1562859,Finance Company,10,2016-12-31
1562859,Bank Holding Company,1,2016-12-31
1562859,State Member Bank,1,2016-12-31
1562859,Securities Broker/Dealer,4,2016-12-31
1562859,Financial Holding Company - Domestic,1,2017-03-31
1562859,Domestic Entity Other,50,2017-03-31
1562859,Finance Company,9,2017-03-31
1562859,International Nonbank Sub of Domestic Entities,5,2017-03-31
1562859,Securities Broker/Dealer,4,2017-03-31
1562859,Bank Holding Company,1,2017-03-31
1562859,State Member Bank,1,2017-03-31
1562859,Financial Holding Company - Domestic,1,2017-06-30
1562859,Domestic Entity Other,51,2017-06-30
1562859,Finance Company,9,2017-06-30
1562859,International Nonbank Sub of Domestic Entities,5,2017-06-30
1562859,Bank Holding Company,1,2017-06-30
1562859,State Member Bank,1,2017-06-30
1562859,Securities Broker/Dealer,4,2017-06-30
1562859,Financial Holding Company - Domestic,1,2017-09-30
1562859,Domestic Entity Other,54,2017-09-30
1562859,Finance Company,9,2017-09-30
1562859,International Nonbank Sub of Domestic Entities,5,2017-09-30
1562859,Bank Holding Company,1,2017-09-30
1562859,State Member Bank,1,2017-09-30
1562859,Securities Broker/Dealer,4,2017-09-30
1562859,Financial Holding Company - Domestic,1,2017-12-31
1562859,Domestic Entity Other,54,2017-12-31
1562859,Finance Company,9,2017-12-31
1562859,International Nonbank Sub of Domestic Entities,5,2017-12-31
1562859,Bank Holding Company,1,2017-12-31
1562859,State Member Bank,1,2017-12-31
1562859,Securities Broker/Dealer,4,2017-12-31
1562859,Financial Holding Company - Domestic,1,2018-03-31
1562859,Domestic Entity Other,54,2018-03-31
1562859,Finance Company,9,2018-03-31
1562859,International Nonbank Sub of Domestic Entities,5,2018-03-31
1562859,Bank Holding Company,1,2018-03-31
1562859,State Member Bank,1,2018-03-31
1562859,Securities Broker/Dealer,4,2018-03-31
1562859,Financial Holding Company - Domestic,1,2018-06-30
1562859,Domestic Entity Other,54,2018-06-30
1562859,Finance Company,9,2018-06-30
1562859,International Nonbank Sub of Domestic Entities,5,2018-06-30
1562859,Bank Holding Company,1,2018-06-30
1562859,State Member Bank,1,2018-06-30
1562859,Securities Broker/Dealer,4,2018-06-30
1562859,Financial Holding Company - Domestic,1,2018-09-30
1562859,Domestic Entity Other,53,2018-09-30
1562859,Finance Company,9,2018-09-30
1562859,International Nonbank Sub of Domestic Entities,5,2018-09-30
1562859,Bank Holding Company,1,2018-09-30
1562859,State Member Bank,1,2018-09-30
1562859,Securities Broker/Dealer,4,2018-09-30
1574834,Intermediate Holding Companies,1,2016-09-30
1574834,Domestic Entity Other,505,2016-09-30
1574834,Foreign Entity Other,33,2016-09-30
1574834,Finance Company,2,2016-09-30
1574834,Securities Broker/Dealer,3,2016-09-30
1574834,Intermediate Holding Companies,1,2016-12-31
1574834,Domestic Entity Other,500,2016-12-31
1574834,Foreign Entity Other,35,2016-12-31
1574834,Finance Company,2,2016-12-31
1574834,Securities Broker/Dealer,3,2016-12-31
1574834,Intermediate Holding Companies,1,2017-03-31
1574834,Domestic Entity Other,504,2017-03-31
1574834,Foreign Entity Other,32,2017-03-31
1574834,Finance Company,2,2017-03-31
1574834,Securities Broker/Dealer,3,2017-03-31
1574834,Intermediate Holding Companies,1,2017-06-30
1574834,Domestic Entity Other,511,2017-06-30
1574834,Finance Company,2,2017-06-30
1574834,Foreign Entity Other,31,2017-06-30
1574834,Securities Broker/Dealer,3,2017-06-30
1574834,Intermediate Holding Companies,1,2017-09-30
1574834,Domestic Entity Other,430,2017-09-30
1574834,Finance Company,2,2017-09-30
1574834,Foreign Entity Other,29,2017-09-30
1574834,Securities Broker/Dealer,3,2017-09-30
1574834,Intermediate Holding Companies,1,2017-12-31
1574834,Domestic Entity Other,377,2017-12-31
1574834,Finance Company,2,2017-12-31
1574834,Foreign Entity Other,27,2017-12-31
1574834,Securities Broker/Dealer,3,2017-12-31
1574834,Intermediate Holding Companies,1,2018-03-31
1574834,Domestic Entity Other,375,2018-03-31
1574834,Finance Company,2,2018-03-31
1574834,Foreign Entity Other,27,2018-03-31
1574834,Securities Broker/Dealer,3,2018-03-31
1574834,Intermediate Holding Companies,1,2018-06-30
1574834,Domestic Entity Other,372,2018-06-30
1574834,Finance Company,2,2018-06-30
1574834,Foreign Entity Other,27,2018-06-30
1574834,Securities Broker/Dealer,3,2018-06-30
1574834,Intermediate Holding Companies,1,2018-09-30
1574834,Domestic Entity Other,356,2018-09-30
1574834,Foreign Entity Other,26,2018-09-30
1574834,Finance Company,2,2018-09-30
1574834,Securities Broker/Dealer,3,2018-09-30
1575569,Intermediate Holding Companies,1,2016-09-30
1575569,Article XII New York Investment Company,1,2016-09-30
1575569,Domestic Entity Other,64,2016-09-30
1575569,Securities Broker/Dealer,4,2016-09-30
1575569,Bank Holding Company,2,2016-09-30
1575569,Financial Holding Company - Domestic,1,2016-09-30
1575569,Non-member Bank,2,2016-09-30
1575569,Finance Company,2,2016-09-30
1575569,Non-deposit Trust Company - Non- member,1,2016-09-30
1575569,Intermediate Holding Companies,1,2016-12-31
1575569,Article XII New York Investment Company,1,2016-12-31
1575569,Domestic Entity Other,64,2016-12-31
1575569,Bank Holding Company,2,2016-12-31
1575569,Financial Holding Company - Domestic,1,2016-12-31
1575569,Non-member Bank,2,2016-12-31
1575569,Securities Broker/Dealer,3,2016-12-31
1575569,Finance Company,2,2016-12-31
1575569,Non-deposit Trust Company - Non- member,1,2016-12-31
1575569,Intermediate Holding Companies,1,2017-03-31
