Id_Rssd,Type,N,asOfDate
1026632,Financial Holding Company - Domestic,1,2000-06-30
1026632,Non-deposit Trust Company - Non- member,3,2000-06-30
1026632,Data Processing Servicer,4,2000-06-30
1026632,Domestic Entity Other,23,2000-06-30
1026632,Securities Broker/Dealer,7,2000-06-30
1026632,International Nonbank Sub of Domestic Entities,19,2000-06-30
1026632,Foreign Entity Other,2,2000-06-30
1026632,Bank Holding Company,2,2000-06-30
1026632,Savings & Loan Association,1,2000-06-30
1026632,National Bank,2,2000-06-30
1026632,Non-member Bank,2,2000-06-30
1026632,State Member Bank,1,2000-06-30
1026632,Edge Corporation - Investment,1,2000-06-30
1026632,Financial Holding Company - Domestic,1,2000-09-30
1026632,Non-deposit Trust Company - Non- member,2,2000-09-30
1026632,Data Processing Servicer,4,2000-09-30
1026632,Domestic Entity Other,22,2000-09-30
1026632,Securities Broker/Dealer,7,2000-09-30
1026632,International Nonbank Sub of Domestic Entities,19,2000-09-30
1026632,Foreign Entity Other,2,2000-09-30
1026632,Bank Holding Company,3,2000-09-30
1026632,Savings & Loan Association,1,2000-09-30
1026632,National Bank,2,2000-09-30
1026632,Non-member Bank,3,2000-09-30
1026632,State Member Bank,1,2000-09-30
1026632,Edge Corporation - Investment,1,2000-09-30
1026632,Financial Holding Company - Domestic,1,2000-12-31
1026632,Non-deposit Trust Company - Non- member,2,2000-12-31
1026632,Data Processing Servicer,3,2000-12-31
1026632,Domestic Entity Other,23,2000-12-31
1026632,Securities Broker/Dealer,8,2000-12-31
1026632,International Nonbank Sub of Domestic Entities,20,2000-12-31
1026632,Foreign Entity Other,2,2000-12-31
1026632,Bank Holding Company,3,2000-12-31
1026632,Savings & Loan Association,1,2000-12-31
1026632,National Bank,2,2000-12-31
1026632,Non-member Bank,3,2000-12-31
1026632,State Member Bank,1,2000-12-31
1026632,Edge Corporation - Investment,1,2000-12-31
1026632,Financial Holding Company - Domestic,1,2001-03-31
1026632,Non-deposit Trust Company - Non- member,2,2001-03-31
1026632,Data Processing Servicer,3,2001-03-31
1026632,Domestic Entity Other,24,2001-03-31
1026632,Securities Broker/Dealer,8,2001-03-31
1026632,International Nonbank Sub of Domestic Entities,20,2001-03-31
1026632,Foreign Entity Other,2,2001-03-31
1026632,Bank Holding Company,3,2001-03-31
1026632,Savings & Loan Association,1,2001-03-31
1026632,National Bank,2,2001-03-31
1026632,Non-member Bank,3,2001-03-31
1026632,State Member Bank,1,2001-03-31
1026632,Edge Corporation - Investment,1,2001-03-31
1026632,Financial Holding Company - Domestic,1,2001-06-30
1026632,Non-deposit Trust Company - Non- member,2,2001-06-30
1026632,Data Processing Servicer,3,2001-06-30
1026632,Domestic Entity Other,25,2001-06-30
1026632,Securities Broker/Dealer,8,2001-06-30
1026632,International Nonbank Sub of Domestic Entities,25,2001-06-30
1026632,Foreign Entity Other,2,2001-06-30
1026632,Bank Holding Company,3,2001-06-30
1026632,Savings & Loan Association,1,2001-06-30
1026632,National Bank,2,2001-06-30
1026632,Non-member Bank,3,2001-06-30
1026632,State Member Bank,1,2001-06-30
1026632,Edge Corporation - Investment,1,2001-06-30
1026632,Financial Holding Company - Domestic,1,2001-09-30
1026632,Non-deposit Trust Company - Non- member,2,2001-09-30
1026632,Domestic Entity Other,22,2001-09-30
1026632,Securities Broker/Dealer,6,2001-09-30
1026632,International Nonbank Sub of Domestic Entities,22,2001-09-30
1026632,Foreign Entity Other,2,2001-09-30
1026632,Bank Holding Company,3,2001-09-30
1026632,Savings & Loan Association,1,2001-09-30
1026632,National Bank,2,2001-09-30
1026632,Non-member Bank,3,2001-09-30
1026632,State Member Bank,1,2001-09-30
1026632,Edge Corporation - Investment,1,2001-09-30
1026632,Data Processing Servicer,2,2001-09-30
1026632,Financial Holding Company - Domestic,1,2001-12-31
1026632,Non-deposit Trust Company - Non- member,2,2001-12-31
1026632,Domestic Entity Other,25,2001-12-31
1026632,Securities Broker/Dealer,5,2001-12-31
1026632,International Nonbank Sub of Domestic Entities,22,2001-12-31
1026632,Foreign Entity Other,2,2001-12-31
1026632,Bank Holding Company,3,2001-12-31
1026632,Savings & Loan Association,1,2001-12-31
1026632,National Bank,2,2001-12-31
1026632,Non-member Bank,3,2001-12-31
1026632,State Member Bank,1,2001-12-31
1026632,Edge Corporation - Investment,1,2001-12-31
1026632,Data Processing Servicer,2,2001-12-31
1026632,Financial Holding Company - Domestic,1,2002-03-31
1026632,Non-deposit Trust Company - Non- member,2,2002-03-31
1026632,Domestic Entity Other,26,2002-03-31
1026632,Securities Broker/Dealer,5,2002-03-31
1026632,International Nonbank Sub of Domestic Entities,16,2002-03-31
1026632,Foreign Entity Other,2,2002-03-31
1026632,Bank Holding Company,3,2002-03-31
1026632,Savings & Loan Association,1,2002-03-31
1026632,National Bank,2,2002-03-31
1026632,Non-member Bank,2,2002-03-31
1026632,State Member Bank,1,2002-03-31
1026632,Edge Corporation - Investment,1,2002-03-31
1026632,Data Processing Servicer,2,2002-03-31
1026632,Financial Holding Company - Domestic,1,2002-06-30
1026632,Non-deposit Trust Company - Non- member,2,2002-06-30
1026632,Domestic Entity Other,26,2002-06-30
1026632,Securities Broker/Dealer,5,2002-06-30
1026632,International Nonbank Sub of Domestic Entities,16,2002-06-30
1026632,Foreign Entity Other,2,2002-06-30
1026632,Bank Holding Company,3,2002-06-30
1026632,Savings & Loan Association,1,2002-06-30
1026632,National Bank,2,2002-06-30
1026632,Non-member Bank,2,2002-06-30
1026632,State Member Bank,1,2002-06-30
1026632,Edge Corporation - Investment,1,2002-06-30
1026632,Data Processing Servicer,2,2002-06-30
1026632,Financial Holding Company - Domestic,1,2002-09-30
1026632,Non-deposit Trust Company - Non- member,2,2002-09-30
1026632,Domestic Entity Other,25,2002-09-30
1026632,Securities Broker/Dealer,5,2002-09-30
1026632,International Nonbank Sub of Domestic Entities,16,2002-09-30
1026632,Foreign Entity Other,2,2002-09-30
1026632,Bank Holding Company,2,2002-09-30
1026632,Savings & Loan Association,1,2002-09-30
1026632,National Bank,2,2002-09-30
1026632,Non-member Bank,2,2002-09-30
1026632,State Member Bank,1,2002-09-30
1026632,Edge Corporation - Investment,1,2002-09-30
1026632,Data Processing Servicer,2,2002-09-30
1026632,Financial Holding Company - Domestic,1,2002-12-31
1026632,Non-deposit Trust Company - Non- member,2,2002-12-31
1026632,Domestic Entity Other,25,2002-12-31
1026632,Securities Broker/Dealer,3,2002-12-31
1026632,International Nonbank Sub of Domestic Entities,16,2002-12-31
1026632,Foreign Entity Other,2,2002-12-31
1026632,Bank Holding Company,1,2002-12-31
1026632,Savings & Loan Association,1,2002-12-31
1026632,Non-member Bank,2,2002-12-31
1026632,National Bank,2,2002-12-31
1026632,State Member Bank,1,2002-12-31
1026632,Edge Corporation - Investment,1,2002-12-31
1026632,Data Processing Servicer,2,2002-12-31
1026632,Financial Holding Company - Domestic,1,2003-03-31
1026632,Non-deposit Trust Company - Non- member,2,2003-03-31
1026632,Domestic Entity Other,25,2003-03-31
1026632,Securities Broker/Dealer,3,2003-03-31
1026632,Foreign Entity Other,2,2003-03-31
1026632,International Nonbank Sub of Domestic Entities,12,2003-03-31
1026632,Bank Holding Company,1,2003-03-31
1026632,Savings & Loan Association,1,2003-03-31
1026632,Non-member Bank,2,2003-03-31
1026632,National Bank,2,2003-03-31
1026632,State Member Bank,1,2003-03-31
1026632,Edge Corporation - Investment,1,2003-03-31
1026632,Data Processing Servicer,2,2003-03-31
1026632,Financial Holding Company - Domestic,1,2003-06-30
1026632,Non-deposit Trust Company - Non- member,2,2003-06-30
1026632,Domestic Entity Other,26,2003-06-30
1026632,Securities Broker/Dealer,3,2003-06-30
1026632,Foreign Entity Other,2,2003-06-30
1026632,International Nonbank Sub of Domestic Entities,7,2003-06-30
1026632,National Bank,3,2003-06-30
1026632,Bank Holding Company,1,2003-06-30
1026632,Savings & Loan Association,1,2003-06-30
1026632,Non-member Bank,1,2003-06-30
1026632,State Member Bank,1,2003-06-30
1026632,Edge Corporation - Investment,1,2003-06-30
1026632,Data Processing Servicer,2,2003-06-30
1026632,Financial Holding Company - Domestic,1,2003-09-30
1026632,Non-deposit Trust Company - Non- member,2,2003-09-30
1026632,Domestic Entity Other,26,2003-09-30
1026632,Securities Broker/Dealer,3,2003-09-30
1026632,Foreign Entity Other,2,2003-09-30
1026632,International Nonbank Sub of Domestic Entities,8,2003-09-30
1026632,National Bank,3,2003-09-30
1026632,Bank Holding Company,1,2003-09-30
1026632,State Member Bank,1,2003-09-30
1026632,Edge Corporation - Investment,1,2003-09-30
1026632,Data Processing Servicer,2,2003-09-30
1026632,Financial Holding Company - Domestic,1,2003-12-31
1026632,Non-deposit Trust Company - Non- member,2,2003-12-31
1026632,Domestic Entity Other,27,2003-12-31
1026632,Securities Broker/Dealer,3,2003-12-31
1026632,Foreign Entity Other,2,2003-12-31
1026632,International Nonbank Sub of Domestic Entities,7,2003-12-31
1026632,National Bank,2,2003-12-31
1026632,Bank Holding Company,1,2003-12-31
1026632,State Member Bank,1,2003-12-31
1026632,Edge Corporation - Investment,1,2003-12-31
1026632,Data Processing Servicer,2,2003-12-31
1026632,Financial Holding Company - Domestic,1,2004-03-31
1026632,Non-deposit Trust Company - Non- member,2,2004-03-31
1026632,Domestic Entity Other,36,2004-03-31
1026632,Securities Broker/Dealer,4,2004-03-31
1026632,Foreign Entity Other,3,2004-03-31
1026632,International Nonbank Sub of Domestic Entities,7,2004-03-31
1026632,National Bank,2,2004-03-31
1026632,Bank Holding Company,1,2004-03-31
1026632,State Member Bank,1,2004-03-31
1026632,Edge Corporation - Investment,1,2004-03-31
1026632,Data Processing Servicer,2,2004-03-31
1026632,Financial Holding Company - Domestic,1,2004-06-30
1026632,Non-deposit Trust Company - Non- member,2,2004-06-30
1026632,Domestic Entity Other,37,2004-06-30
1026632,Securities Broker/Dealer,4,2004-06-30
1026632,Foreign Entity Other,3,2004-06-30
1026632,International Nonbank Sub of Domestic Entities,7,2004-06-30
1026632,National Bank,2,2004-06-30
1026632,Bank Holding Company,1,2004-06-30
1026632,State Member Bank,1,2004-06-30
1026632,Edge Corporation - Investment,1,2004-06-30
1026632,Data Processing Servicer,2,2004-06-30
1026632,Financial Holding Company - Domestic,1,2004-09-30
1026632,Non-deposit Trust Company - Non- member,2,2004-09-30
1026632,Domestic Entity Other,36,2004-09-30
1026632,Securities Broker/Dealer,4,2004-09-30
1026632,Foreign Entity Other,3,2004-09-30
1026632,International Nonbank Sub of Domestic Entities,7,2004-09-30
1026632,National Bank,2,2004-09-30
1026632,Bank Holding Company,1,2004-09-30
1026632,State Member Bank,1,2004-09-30
1026632,Edge Corporation - Investment,1,2004-09-30
1026632,Data Processing Servicer,2,2004-09-30
1026632,Financial Holding Company - Domestic,1,2004-12-31
1026632,Non-deposit Trust Company - Non- member,2,2004-12-31
1026632,Domestic Entity Other,26,2004-12-31
1026632,Securities Broker/Dealer,2,2004-12-31
1026632,Foreign Entity Other,2,2004-12-31
1026632,International Nonbank Sub of Domestic Entities,7,2004-12-31
1026632,National Bank,2,2004-12-31
1026632,Bank Holding Company,1,2004-12-31
1026632,State Member Bank,1,2004-12-31
1026632,Edge Corporation - Investment,1,2004-12-31
1026632,Data Processing Servicer,2,2004-12-31
1026632,Financial Holding Company - Domestic,1,2005-03-31
1026632,Non-deposit Trust Company - Non- member,2,2005-03-31
1026632,Domestic Entity Other,27,2005-03-31
1026632,Securities Broker/Dealer,2,2005-03-31
1026632,Foreign Entity Other,2,2005-03-31
1026632,International Nonbank Sub of Domestic Entities,7,2005-03-31
1026632,National Bank,2,2005-03-31
1026632,Bank Holding Company,1,2005-03-31
1026632,State Member Bank,1,2005-03-31
1026632,Edge Corporation - Investment,1,2005-03-31
1026632,Data Processing Servicer,2,2005-03-31
1026632,Financial Holding Company - Domestic,1,2005-06-30
1026632,Non-deposit Trust Company - Non- member,2,2005-06-30
1026632,Domestic Entity Other,27,2005-06-30
1026632,Securities Broker/Dealer,2,2005-06-30
1026632,Foreign Entity Other,2,2005-06-30
1026632,International Nonbank Sub of Domestic Entities,7,2005-06-30
1026632,National Bank,2,2005-06-30
1026632,Bank Holding Company,1,2005-06-30
1026632,State Member Bank,1,2005-06-30
1026632,Edge Corporation - Investment,1,2005-06-30
1026632,Data Processing Servicer,2,2005-06-30
1026632,Financial Holding Company - Domestic,1,2005-09-30
1026632,Non-deposit Trust Company - Non- member,2,2005-09-30
1026632,Domestic Entity Other,27,2005-09-30
1026632,Securities Broker/Dealer,2,2005-09-30
1026632,Foreign Entity Other,2,2005-09-30
1026632,International Nonbank Sub of Domestic Entities,7,2005-09-30
1026632,National Bank,2,2005-09-30
1026632,Bank Holding Company,1,2005-09-30
1026632,State Member Bank,1,2005-09-30
1026632,Edge Corporation - Investment,1,2005-09-30
1026632,Data Processing Servicer,2,2005-09-30
1026632,Financial Holding Company - Domestic,1,2005-12-31
1026632,Non-deposit Trust Company - Non- member,2,2005-12-31
1026632,Domestic Entity Other,27,2005-12-31
1026632,Securities Broker/Dealer,2,2005-12-31
1026632,Foreign Entity Other,2,2005-12-31
1026632,International Nonbank Sub of Domestic Entities,7,2005-12-31
1026632,National Bank,2,2005-12-31
1026632,Bank Holding Company,1,2005-12-31
1026632,State Member Bank,1,2005-12-31
1026632,Edge Corporation - Investment,1,2005-12-31
1026632,Data Processing Servicer,2,2005-12-31
1026632,Financial Holding Company - Domestic,1,2006-03-31
1026632,Non-deposit Trust Company - Non- member,2,2006-03-31
1026632,Domestic Entity Other,28,2006-03-31
1026632,Securities Broker/Dealer,2,2006-03-31
1026632,Foreign Entity Other,2,2006-03-31
1026632,International Nonbank Sub of Domestic Entities,7,2006-03-31
1026632,National Bank,2,2006-03-31
1026632,Bank Holding Company,1,2006-03-31
1026632,Edge Corporation - Investment,1,2006-03-31
1026632,Data Processing Servicer,2,2006-03-31
1026632,Financial Holding Company - Domestic,1,2006-06-30
1026632,Non-deposit Trust Company - Non- member,2,2006-06-30
1026632,Domestic Entity Other,29,2006-06-30
1026632,Securities Broker/Dealer,2,2006-06-30
1026632,Foreign Entity Other,2,2006-06-30
1026632,International Nonbank Sub of Domestic Entities,7,2006-06-30
1026632,National Bank,2,2006-06-30
1026632,Bank Holding Company,1,2006-06-30
1026632,Edge Corporation - Investment,1,2006-06-30
1026632,Data Processing Servicer,2,2006-06-30
1026632,Financial Holding Company - Domestic,2,2006-09-30
1026632,Non-deposit Trust Company - Non- member,2,2006-09-30
1026632,Domestic Entity Other,29,2006-09-30
1026632,Securities Broker/Dealer,2,2006-09-30
1026632,Foreign Entity Other,2,2006-09-30
1026632,International Nonbank Sub of Domestic Entities,5,2006-09-30
1026632,National Bank,2,2006-09-30
1026632,Edge Corporation - Investment,1,2006-09-30
1026632,Data Processing Servicer,2,2006-09-30
1026632,Financial Holding Company - Domestic,2,2006-12-31
1026632,Non-deposit Trust Company - Non- member,2,2006-12-31
1026632,Domestic Entity Other,29,2006-12-31
1026632,Securities Broker/Dealer,2,2006-12-31
1026632,Foreign Entity Other,2,2006-12-31
1026632,International Nonbank Sub of Domestic Entities,5,2006-12-31
1026632,National Bank,2,2006-12-31
1026632,Edge Corporation - Investment,1,2006-12-31
1026632,Data Processing Servicer,2,2006-12-31
1026632,Financial Holding Company - Domestic,2,2007-03-31
1026632,Non-deposit Trust Company - Non- member,2,2007-03-31
1026632,Domestic Entity Other,32,2007-03-31
1026632,Securities Broker/Dealer,3,2007-03-31
1026632,Foreign Entity Other,2,2007-03-31
1026632,International Nonbank Sub of Domestic Entities,5,2007-03-31
1026632,National Bank,2,2007-03-31
1026632,Edge Corporation - Investment,1,2007-03-31
1026632,Data Processing Servicer,2,2007-03-31
1026632,Financial Holding Company - Domestic,2,2007-06-30
1026632,Non-deposit Trust Company - Non- member,2,2007-06-30
1026632,Domestic Entity Other,32,2007-06-30
1026632,Securities Broker/Dealer,3,2007-06-30
1026632,Foreign Entity Other,2,2007-06-30
1026632,International Nonbank Sub of Domestic Entities,5,2007-06-30
1026632,National Bank,2,2007-06-30
1026632,Edge Corporation - Investment,1,2007-06-30
1026632,Data Processing Servicer,2,2007-06-30
1026632,Financial Holding Company - Domestic,1,2007-09-30
1026632,Non-deposit Trust Company - Non- member,1,2007-09-30
1026632,Domestic Entity Other,15,2007-09-30
1026632,Foreign Entity Other,2,2007-09-30
1026632,International Nonbank Sub of Domestic Entities,5,2007-09-30
1026632,National Bank,1,2007-09-30
1026632,Securities Broker/Dealer,3,2007-09-30
1026632,Data Processing Servicer,2,2007-09-30
1026632,Savings & Loan Holding Company,1,2011-09-30
1026632,Domestic Entity Other,17,2011-09-30
1026632,Securities Broker/Dealer,1,2011-09-30
1026632,Foreign Entity Other,3,2011-09-30
1026632,Data Processing Servicer,2,2011-09-30
1026632,Savings & Loan Association,1,2011-09-30
1026632,Savings & Loan Holding Company,1,2011-12-31
1026632,Domestic Entity Other,17,2011-12-31
1026632,Securities Broker/Dealer,1,2011-12-31
1026632,Foreign Entity Other,3,2011-12-31
1026632,Data Processing Servicer,2,2011-12-31
1026632,Savings & Loan Association,1,2011-12-31
1026632,Savings & Loan Holding Company,1,2012-03-31
1026632,Domestic Entity Other,17,2012-03-31
1026632,Securities Broker/Dealer,1,2012-03-31
1026632,Foreign Entity Other,3,2012-03-31
1026632,Data Processing Servicer,2,2012-03-31
1026632,Savings & Loan Association,1,2012-03-31
1026632,Savings & Loan Holding Company,1,2012-06-30
1026632,Domestic Entity Other,17,2012-06-30
1026632,Securities Broker/Dealer,1,2012-06-30
1026632,Foreign Entity Other,3,2012-06-30
1026632,Data Processing Servicer,2,2012-06-30
1026632,Savings & Loan Association,1,2012-06-30
1026632,Savings & Loan Holding Company,1,2012-09-30
1026632,Domestic Entity Other,17,2012-09-30
1026632,Securities Broker/Dealer,1,2012-09-30
1026632,Foreign Entity Other,3,2012-09-30
1026632,Data Processing Servicer,2,2012-09-30
1026632,Savings & Loan Association,1,2012-09-30
1026632,Savings & Loan Holding Company,1,2012-12-31
1026632,Domestic Entity Other,35,2012-12-31
1026632,Securities Broker/Dealer,2,2012-12-31
1026632,Foreign Entity Other,15,2012-12-31
1026632,Data Processing Servicer,3,2012-12-31
1026632,Savings & Loan Association,1,2012-12-31
1026632,Savings & Loan Holding Company,1,2013-03-31
1026632,Domestic Entity Other,33,2013-03-31
1026632,Securities Broker/Dealer,2,2013-03-31
1026632,Foreign Entity Other,14,2013-03-31
1026632,Data Processing Servicer,3,2013-03-31
1026632,Savings & Loan Association,1,2013-03-31
1026632,Savings & Loan Holding Company,1,2013-06-30
1026632,Domestic Entity Other,33,2013-06-30
1026632,Securities Broker/Dealer,2,2013-06-30
1026632,Foreign Entity Other,14,2013-06-30
1026632,Data Processing Servicer,3,2013-06-30
1026632,Savings & Loan Association,1,2013-06-30
1026632,Savings & Loan Holding Company,1,2013-09-30
1026632,Domestic Entity Other,33,2013-09-30
1026632,Securities Broker/Dealer,2,2013-09-30
1026632,Foreign Entity Other,13,2013-09-30
1026632,Data Processing Servicer,3,2013-09-30
1026632,Savings & Loan Association,1,2013-09-30
1026632,Savings & Loan Holding Company,1,2013-12-31
1026632,Domestic Entity Other,32,2013-12-31
1026632,Securities Broker/Dealer,2,2013-12-31
1026632,Foreign Entity Other,13,2013-12-31
1026632,Data Processing Servicer,3,2013-12-31
1026632,Savings & Loan Association,1,2013-12-31
1026632,Savings & Loan Holding Company,1,2014-03-31
1026632,Domestic Entity Other,32,2014-03-31
1026632,Securities Broker/Dealer,2,2014-03-31
1026632,Foreign Entity Other,13,2014-03-31
1026632,Data Processing Servicer,3,2014-03-31
1026632,Savings & Loan Association,1,2014-03-31
1026632,Savings & Loan Holding Company,1,2014-06-30
1026632,Domestic Entity Other,30,2014-06-30
1026632,Securities Broker/Dealer,2,2014-06-30
1026632,Foreign Entity Other,13,2014-06-30
1026632,Data Processing Servicer,3,2014-06-30
1026632,Savings & Loan Association,1,2014-06-30
1026632,Savings & Loan Holding Company,1,2014-09-30
1026632,Domestic Entity Other,28,2014-09-30
1026632,Securities Broker/Dealer,2,2014-09-30
1026632,Foreign Entity Other,13,2014-09-30
1026632,Data Processing Servicer,3,2014-09-30
1026632,Savings & Loan Association,1,2014-09-30
1026632,Savings & Loan Holding Company,1,2014-12-31
1026632,Domestic Entity Other,29,2014-12-31
1026632,Securities Broker/Dealer,2,2014-12-31
1026632,Foreign Entity Other,13,2014-12-31
1026632,Data Processing Servicer,3,2014-12-31
1026632,Savings & Loan Association,1,2014-12-31
1026632,Savings & Loan Holding Company,1,2015-03-31
1026632,Domestic Entity Other,29,2015-03-31
1026632,Securities Broker/Dealer,2,2015-03-31
1026632,Foreign Entity Other,13,2015-03-31
1026632,Data Processing Servicer,3,2015-03-31
1026632,Savings & Loan Association,1,2015-03-31
1026632,Savings & Loan Holding Company,1,2015-06-30
1026632,Domestic Entity Other,30,2015-06-30
1026632,Securities Broker/Dealer,2,2015-06-30
1026632,Foreign Entity Other,13,2015-06-30
1026632,Data Processing Servicer,3,2015-06-30
1026632,Savings & Loan Association,1,2015-06-30
1026632,Savings & Loan Holding Company,1,2015-09-30
1026632,Domestic Entity Other,31,2015-09-30
1026632,Securities Broker/Dealer,2,2015-09-30
1026632,Foreign Entity Other,13,2015-09-30
1026632,Data Processing Servicer,3,2015-09-30
1026632,Savings & Loan Association,1,2015-09-30
1026632,Savings & Loan Holding Company,1,2015-12-31
1026632,Domestic Entity Other,31,2015-12-31
1026632,Securities Broker/Dealer,2,2015-12-31
1026632,Foreign Entity Other,13,2015-12-31
1026632,Data Processing Servicer,3,2015-12-31
1026632,Savings & Loan Association,1,2015-12-31
1026632,Savings & Loan Holding Company,1,2016-03-31
1026632,Domestic Entity Other,31,2016-03-31
1026632,Securities Broker/Dealer,2,2016-03-31
1026632,Foreign Entity Other,12,2016-03-31
1026632,Data Processing Servicer,3,2016-03-31
1026632,Savings & Loan Association,1,2016-03-31
1026632,Savings & Loan Holding Company,1,2016-06-30
1026632,Domestic Entity Other,31,2016-06-30
1026632,Securities Broker/Dealer,2,2016-06-30
1026632,Foreign Entity Other,12,2016-06-30
1026632,Data Processing Servicer,3,2016-06-30
1026632,Savings & Loan Association,1,2016-06-30
1026632,Savings & Loan Holding Company,1,2016-09-30
1026632,Domestic Entity Other,31,2016-09-30
1026632,Securities Broker/Dealer,2,2016-09-30
1026632,Foreign Entity Other,11,2016-09-30
1026632,Data Processing Servicer,3,2016-09-30
1026632,Savings & Loan Association,1,2016-09-30
1026632,Savings & Loan Holding Company,1,2016-12-31
1026632,Domestic Entity Other,29,2016-12-31
1026632,Securities Broker/Dealer,2,2016-12-31
1026632,Foreign Entity Other,11,2016-12-31
1026632,Data Processing Servicer,3,2016-12-31
1026632,Savings & Loan Association,1,2016-12-31
1026632,Savings & Loan Holding Company,1,2017-03-31
1026632,Domestic Entity Other,29,2017-03-31
1026632,Securities Broker/Dealer,2,2017-03-31
1026632,Foreign Entity Other,11,2017-03-31
1026632,Data Processing Servicer,3,2017-03-31
1026632,Savings & Loan Association,1,2017-03-31
1026632,Savings & Loan Holding Company,1,2017-06-30
1026632,Domestic Entity Other,28,2017-06-30
1026632,Securities Broker/Dealer,2,2017-06-30
1026632,Foreign Entity Other,11,2017-06-30
1026632,Data Processing Servicer,3,2017-06-30
1026632,Savings & Loan Association,1,2017-06-30
1026632,Savings & Loan Holding Company,1,2017-09-30
1026632,Domestic Entity Other,28,2017-09-30
1026632,Securities Broker/Dealer,2,2017-09-30
1026632,Foreign Entity Other,8,2017-09-30
1026632,Data Processing Servicer,3,2017-09-30
1026632,Savings & Loan Association,1,2017-09-30
1026632,Savings & Loan Holding Company,1,2017-12-31
1026632,Federal Savings Bank,1,2017-12-31
1026632,Savings & Loan Association,1,2017-12-31
1026632,Domestic Entity Other,28,2017-12-31
1026632,Securities Broker/Dealer,2,2017-12-31
1026632,Foreign Entity Other,8,2017-12-31
1026632,Data Processing Servicer,3,2017-12-31
1026632,Savings & Loan Holding Company,1,2018-03-31
1026632,Federal Savings Bank,1,2018-03-31
1026632,Savings & Loan Association,1,2018-03-31
1026632,Domestic Entity Other,28,2018-03-31
1026632,Securities Broker/Dealer,2,2018-03-31
1026632,Foreign Entity Other,8,2018-03-31
1026632,Data Processing Servicer,3,2018-03-31
1026632,Savings & Loan Holding Company,1,2018-06-30
1026632,Federal Savings Bank,1,2018-06-30
1026632,Savings & Loan Association,1,2018-06-30
1026632,Domestic Entity Other,27,2018-06-30
1026632,Securities Broker/Dealer,2,2018-06-30
1026632,Foreign Entity Other,8,2018-06-30
1026632,Data Processing Servicer,3,2018-06-30
1026632,Savings & Loan Holding Company,1,2018-09-30
1026632,Federal Savings Bank,1,2018-09-30
1026632,Savings & Loan Association,1,2018-09-30
1026632,Domestic Entity Other,27,2018-09-30
1026632,Securities Broker/Dealer,2,2018-09-30
1026632,Foreign Entity Other,8,2018-09-30
1026632,Data Processing Servicer,3,2018-09-30
1026632,State Savings Bank,1,2018-09-30
1037003,Bank Holding Company,2,1999-12-31
1037003,Domestic Entity Other,24,1999-12-31
1037003,National Bank,1,1999-12-31
1037003,State Member Bank,1,1999-12-31
1037003,Securities Broker/Dealer,1,1999-12-31
1037003,Finance Company,1,1999-12-31
1037003,Bank Holding Company,2,2000-03-31
1037003,Domestic Entity Other,26,2000-03-31
1037003,National Bank,1,2000-03-31
1037003,State Member Bank,1,2000-03-31
1037003,Securities Broker/Dealer,1,2000-03-31
1037003,Finance Company,1,2000-03-31
1037003,Bank Holding Company,2,2000-06-30
1037003,Domestic Entity Other,26,2000-06-30
1037003,National Bank,1,2000-06-30
1037003,State Member Bank,1,2000-06-30
1037003,Securities Broker/Dealer,1,2000-06-30
1037003,Finance Company,1,2000-06-30
1037003,Bank Holding Company,2,2000-09-30
1037003,Domestic Entity Other,25,2000-09-30
1037003,National Bank,1,2000-09-30
1037003,State Member Bank,1,2000-09-30
1037003,Securities Broker/Dealer,1,2000-09-30
1037003,Finance Company,1,2000-09-30
1037003,Bank Holding Company,2,2000-12-31
1037003,Domestic Entity Other,33,2000-12-31
1037003,National Bank,1,2000-12-31
1037003,State Member Bank,1,2000-12-31
1037003,Securities Broker/Dealer,1,2000-12-31
1037003,Finance Company,1,2000-12-31
1037003,Bank Holding Company,2,2001-03-31
1037003,Domestic Entity Other,33,2001-03-31
1037003,National Bank,1,2001-03-31
1037003,State Member Bank,1,2001-03-31
1037003,Securities Broker/Dealer,1,2001-03-31
1037003,Finance Company,1,2001-03-31
1037003,Bank Holding Company,2,2001-06-30
1037003,Domestic Entity Other,32,2001-06-30
1037003,National Bank,1,2001-06-30
1037003,State Member Bank,1,2001-06-30
1037003,Securities Broker/Dealer,1,2001-06-30
1037003,Finance Company,1,2001-06-30
1037003,Bank Holding Company,2,2001-09-30
1037003,National Bank,1,2001-09-30
1037003,Domestic Entity Other,22,2001-09-30
1037003,State Member Bank,1,2001-09-30
1037003,Securities Broker/Dealer,1,2001-09-30
1037003,Finance Company,1,2001-09-30
1037003,Bank Holding Company,2,2001-12-31
1037003,National Bank,1,2001-12-31
1037003,Domestic Entity Other,21,2001-12-31
1037003,State Member Bank,1,2001-12-31
1037003,Securities Broker/Dealer,1,2001-12-31
1037003,Finance Company,1,2001-12-31
1037003,Bank Holding Company,2,2002-03-31
1037003,National Bank,1,2002-03-31
1037003,Domestic Entity Other,21,2002-03-31
1037003,State Member Bank,1,2002-03-31
1037003,Securities Broker/Dealer,1,2002-03-31
1037003,Finance Company,1,2002-03-31
1037003,Bank Holding Company,2,2002-06-30
1037003,National Bank,1,2002-06-30
1037003,Domestic Entity Other,21,2002-06-30
1037003,State Member Bank,1,2002-06-30
1037003,Securities Broker/Dealer,1,2002-06-30
1037003,Finance Company,1,2002-06-30
